-DOCSTART- -X- -X- O U
in IN B-PP O U
tlic DT B-NP O M-2
producfinn NN I-NP O M-2
6l IN B-PP O M-2
ratvral JJ B-NP O M-2
rubber NN I-NP O U
are VBP B-VP O U
being VBG I-VP O U
operated VBN I-VP O U
successfully RB B-ADVP O U
, , O O U
tbc DT B-NP O M-2
demand-supply JJ I-NP O U
gap NN I-NP O U
is VBZ B-VP O U
expected VBN I-VP O U
to TO I-VP O U
widen VB I-VP O U
, , O O U
" " O O U
bo PRP B-NP O M-2
said VBD B-VP O U
. . O O U

Indian JJ B-NP B-MISC U
synthetic JJ I-NP O U
cutber NN I-NP O M-2
output NN I-NP O U
jf VBZ B-VP O M-2
not RB I-VP O U
expected VBN I-VP O U
to TO I-VP O U
rise VB I-VP O U
significantly RB B-ADVP O U
in IN B-PP O U
the DT B-NP O U
next JJ I-NP O U
season NN I-NP O U
but CC O O U
alemsnd VB B-VP O M-2
will MD B-VP O U
rise NN B-NP O U
to TO B-PP O U
145wb00 CD B-NP O M-2
tonnes NNS I-NP O U
. . O O U

Matthew NNP B-NP B-PER U
estimates VBZ B-VP O U
1hst IN B-SBAR O M-2
by IN B-PP O U
the DT B-NP O U
2000/01 JJ I-NP O U
season NN I-NP O U
, , O O U
the DT B-NP O U
gap NN I-NP O U
between IN B-PP O U
naturd JJ B-NP O M-2
rubber NN I-NP O U
output NN I-NP O U
and CC I-NP O U
consumption NN I-NP O U
will MD B-VP O U
rise VB I-VP O U
to TO B-PP O U
51,000 CD B-NP O U
tonnes NNS I-NP O U
and CC O O U
319,000 CD B-NP O U
tonnes NNS I-NP O U
ju IN B-PP O M-2
2010/11 CD B-NP O U
. . O O U

Natara! JJ B-NP O M-2
rubber NN I-NP O U
production NN I-NP O U
wUl MD B-VP O M-2
rb VB I-VP O M-2
up IN B-NP O U
to TO I-NP O U
695,000 CD I-NP O U
tonnes NNS I-NP O U
lr IN B-PP O M-2
20b0s01 CD B-NP O M-2
against IN B-PP O U
consumption NN B-NP O U
bt IN B-PP O M-2
746,000 CD B-NP O U
tonnes NNS I-NP O U
. . O O U

In IN B-PP O U
2010/11 CD B-NP O U
, , O O U
domestic JJ B-NP O U
demand NN I-NP O U
should MD B-VP O U
rise VB I-VP O U
further JJ B-NP O U
to TO I-NP O U
1.233 CD I-NP O U
million CD I-NP O U
tonnes NNS I-NP O U
while IN B-SBAR O U
production NN B-NP O U
will MD B-VP O U
only RB I-VP O U
reach VB I-VP O U
about RB B-NP O U
914,000 CD I-NP O U
tonnes NNS I-NP O U
. . O O U

One CD B-NP O U
way NN I-NP O U
fn TO B-PP O M-2
bridge NN B-NP O U
the DT B-NP O U
widening VBG I-NP O U
gap NN I-NP O U
is VBZ B-VP O U
to TO B-VP O U
put VB I-VP O U
more JJR B-NP O U
land NN I-NP O U
under IN B-PP O U
cultivation NN B-NP O U
which WDT B-NP O U
1hc DT B-NP O M-2
Ruhben NNP I-NP B-ORG M-2
Board NNP I-NP I-ORG U
official NN I-NP O U
estimates NNS I-NP O U
will MD B-VP O U
reasli VB I-VP O M-2
220,000 CD B-NP O U
hectares NNS I-NP O U
tetweeu IN B-PP O M-2
now RB B-NP O U
and CC O O U
the DT B-NP O U
yesn NN I-NP O M-2
2003 CD I-NP O U
a!thqugh IN B-SBAR O M-2
Matthew NNP B-NP B-PER U
cail VBD B-VP O M-2
tht9 DT B-NP O M-2
may MD B-VP O U
not RB I-VP O U
be VB I-VP O U
possible JJ B-ADJP O U
at IN B-PP O U
tki5 DT B-NP O M-2
time NN I-NP O U
ju IN B-PP O M-2
India NNP B-NP B-LOC U
. . O O U

" " O O U
Yho DT B-NP O M-2
development NN I-NP O U
objective NN I-NP O U
for IN B-PP O U
the DT B-NP O U
rubber NN I-NP O U
plantation NN I-NP O U
industry NN I-NP O U
will MD B-VP O U
be VB I-VP O U
to TO B-VP O U
increase VB I-VP O U
production NN B-NP O U
to TO B-PP O U
tbo DT B-NP O M-2
best JJS I-NP O U
ejient NN I-NP O M-2
possthly RB B-ADVP O M-2
with IN B-PP O U
a DT B-NP O U
view NN I-NP O U
to TO B-VP O U
miniraislng VBG I-VP O M-2
imports NNS B-NP O U
nl IN B-PP O M-2
natural JJ B-NP O U
rubber NN I-NP O U
, , O O U
" " O O U
he PRP B-NP O U
said VBD B-VP O U
. . O O U

-- : B-NP O U
Sjhgapore NNP I-NP B-ORG M-2
Newsroom NNP I-NP I-ORG U
( ( O O U
65-8703305 CD B-NP O U
) ) O O U

-DOCSTART- -X- -X- O U

lupan NNP B-NP B-LOC M-2
's POS B-NP O U
authorities NNS I-NP O U
feeo VBN B-VP O M-2
seeking VBG I-VP O U
to TO I-VP O U
rein VB I-VP O U
in IN B-PP O U
dollar NN B-NP O U
. . O O U

George NNP B-NP B-PER U
Nishiyama NNP I-NP I-PER U

TOKYO TO B-VP B-LOC U
1996-12-06 CD B-NP O U

Comments NNS B-NP O U
by IN B-PP O U
Japan NNP B-NP B-LOC U
wf POS I-NP O M-2
tihnt-lipped JJ B-ADJP O M-2
central JJ B-NP O U
bank NN I-NP O U
chief NN I-NP O U
and CC O O U
sh DT B-NP O M-2
influential JJ I-NP O U
f6p NN I-NP O M-2
bureaucrat NN I-NP O U
are VBP B-VP O U
further JJ B-NP O U
signs NNS I-NP O U
that IN B-NP O U
the DT B-NP O U
nation NN I-NP O U
b8 POS B-NP O M-2
authorities NNS I-NP O U
want VBP B-VP O U
to TO I-VP O U
keep VB I-VP O U
the DT B-NP O U
dollar NN I-NP O U
at IN B-PP O U
current JJ B-NP O U
levels NNS I-NP O U
, , O O U
nlarkot NN B-NP O M-2
sources NNS I-NP O U
said VBD B-VP O U
0ri IN B-PP O M-2
Friday NNP B-NP O U
. . O O U

In IN B-PP O U
a DT B-NP O U
mre JJ I-NP O M-2
expression NN I-NP O U
of IN B-PP O U
s DT B-NP O M-1
view NN I-NP O U
on IN B-PP O U
currencies NNS B-NP O U
by IN B-PP O U
1ke DT B-NP O M-2
Bank NNP I-NP B-ORG U
of IN B-PP I-ORG U
Japan NNP B-NP I-ORG U
( ( O O U
13GJ NNP B-NP B-ORG M-2
) ) O O U
governor NN B-NP O U
, , O O U
Tasuq NNP B-NP B-PER M-2
Matsushita NNP I-NP I-PER U
was VBD B-VP O U
quoted VBN I-VP O U
in IN B-PP O U
Japan NNP B-NP B-LOC U
's POS B-NP O U
leading VBG I-NP O U
economic JJ I-NP O U
daily JJ I-NP O U
on IN B-PP O U
Friday NNP B-NP O U
as IN B-PP O U
saying VBG B-VP O U
that IN B-SBAR O U
he PRP B-NP O U
sees VBZ B-VP O U
no DT B-NP O U
further JJ I-NP O U
, , I-NP O U
immediate JJ I-NP O U
fall NN I-NP O U
in IN B-PP O U
the DT B-NP O U
yen NN I-NP O U
. . O O U

This DT B-NP O U
followed VBD B-VP O U
a DT B-NP O U
widely RB I-NP O U
watched VBN I-NP O U
television NN I-NP O U
appearance NN I-NP O U
late JJ B-NP O U
on IN B-PP O U
Thursday NNP B-NP O U
by IN B-PP O U
Eisuke NNP B-NP B-PER U
Sakakibara NNP I-NP I-PER U
, , O O U
a DT B-NP O U
high-ranking JJ I-NP O U
Finance NNP I-NP B-ORG U
Ministry NNP I-NP I-ORG U
official NN I-NP O U
, , O O U
who WP B-NP O U
denied VBD B-VP O U
he PRP B-NP O U
baal VBD B-VP O M-2
fuid VBD I-VP O M-2
he PRP B-NP O U
wants VBZ B-VP O U
to TO I-VP O U
guide VB I-VP O U
the DT B-NP O U
dollar NN I-NP O U
!owor JJR B-ADJP O M-2
to TO B-VP O U
between IN B-PP O U
108 CD B-NP O U
and CC I-NP O U
110 CD I-NP O U
yen NNS I-NP O U
. . O O U

Rvt CC O O M-2
many JJ B-NP O U
in IN B-PP O U
the DT B-NP O U
market NN I-NP O U
thought VBD B-VP O U
Sakakibara NNP B-NP B-PER U
's POS B-NP O U
neul JJ I-NP O M-2
intentions NNS I-NP O U
lay VBD B-VP O U
elsewhere RB B-ADVP O U
, , O O U
and CC O O U
took VBD B-VP O U
more RBR B-ADJP O U
notice NN B-NP O U
el IN B-PP O M-2
his PRP$ B-NP O U
cohmonts NNS I-NP O M-2
about IN B-PP O U
tnc DT B-NP O M-2
il.Sx NNP I-NP B-LOC M-2
government NN I-NP O U
's POS B-NP O U
stance NN I-NP O U
on IN B-PP O U
the DT B-NP O U
dollar NN I-NP O U
, , O O U
dealers NNS B-NP O U
said VBD B-VP O U
. . O O U

" " O O U
I PRP B-NP O U
think VBP B-VP O U
his PRP$ B-NP O U
views NNS I-NP O U
on IN B-PP O U
( ( O O U
U.S. NNP B-NP B-ORG U
Treasury NNP I-NP I-ORG U
Secretary NNP I-NP O U
Robert NNP I-NP B-PER U
) ) O O U
Rubin NNP B-NP B-PER U
's POS B-NP O U
comments NNS I-NP O U
were VBD B-VP O U
indeed RB B-ADVP O U
what WP B-NP O U
lic PRP B-NP O M-2
himself PRP B-NP O U
thinks VBZ B-VP O U
about IN B-PP O U
tbo DT B-NP O M-2
alo!lar NN I-NP O M-2
, , O O U
" " O O U
said VBD B-VP O U
Hank NNP B-NP B-PER U
Note VB B-VP I-PER U
, , O O U
chief JJ B-NP O U
dealer NN I-NP O U
at IN B-PP O U
Sumitomo NNP B-NP B-ORG U
Bank NNP I-NP I-ORG U
. . O O U

Asked VBN B-VP O U
about IN B-PP O U
Rubin NNP B-NP B-PER U
's POS B-NP O U
comment NN I-NP O U
that IN B-SBAR O U
s DT B-NP O M-1
stconi JJ I-NP O M-2
dollar NN I-NP O U
was VBD B-VP O U
to IN B-PP O M-2
U.S. NNP B-NP B-LOC U
interests NNS I-NP O U
, , O O U
Sakakibara NNP B-NP B-PER U
suld VBD B-VP O M-2
the DT B-NP O U
remark NN I-NP O U
does VBZ B-VP O U
not RB I-VP O U
necessarily RB I-VP O U
mean VB I-VP O U
the DT B-NP O U
United NNP I-NP B-LOC U
States NNP I-NP I-LOC U
supports VBZ B-VP O U
u DT B-NP O M-1
stronger JJR I-NP O U
dollar NN I-NP O U
. . O O U

" " O O U
It PRP B-NP O U
e9 VBZ B-VP O M-2
a DT B-NP O U
sfronc JJ I-NP O M-2
dollar NN I-NP O U
, , O O U
not RB O O U
stronger JJR B-NP O U
. . O O U

In IN B-PP O U
that DT B-NP O U
sense NN I-NP O U
, , O O U
the DT B-NP O U
comments NNS I-NP O U
sce VBP B-VP O M-2
not RB I-VP O U
pointing VBG I-VP O U
to TO B-PP O U
a DT B-NP O U
certain JJ I-NP O U
direction NN I-NP O U
, , O O U
" " O O U
he PRP B-NP O U
5sid VBD B-VP O M-2
. . O O U

" " O O U
It PRP B-NP O U
sncws VBZ B-VP O M-2
that IN B-SBAR O U
Sakakibara NNP B-NP B-PER U
is VBZ B-VP O U
not RB O O U
ton IN B-PP O M-2
a DT B-NP O U
stronpen JJR I-NP O M-2
lollur NN I-NP O M-2
either RB B-ADVP O U
, , O O U
" " O O U
8uid VBD B-VP O M-2
Sumitomo NNP B-NP B-ORG U
oa POS I-NP O M-2
Note VB B-VP B-PER U
. . O O U

Takao NNP B-NP B-PER U
Sakoh NNP I-NP I-PER U
, , O O U
first JJ B-NP O U
vice NN I-NP O U
president NN I-NP O U
at IN B-PP O U
Uoioo NNP B-NP B-ORG M-2
0unk NNP I-NP I-ORG M-2
ul IN B-PP I-ORG M-2
Swttzerlanl NNP B-NP I-ORG M-2
in IN B-PP O U
Tokyo NNP B-NP B-LOC U
, , O O U
said VBD B-VP O U
: : O O U
" " O O U
kavbe RB B-ADVP O M-2
a DT B-NP O U
l6llar NN I-NP O M-2
at IN B-PP O U
104.50 CD B-NP O U
veh NN I-NP O M-2
is VBZ B-VP O U
not RB O O U
acceptable JJ B-ADJP O U
( ( O O U
to TO B-PP O U
Sakakibara NNP B-NP B-PER U
) ) O O U
, , O O U
but CC O O U
tf PRP B-NP O M-2
may MD B-VP O U
be VB I-VP O U
okay JJ B-ADJP O U
at IN B-PP O U
the DT B-NP O U
current JJ I-NP O U
leue! NN I-NP O M-2
, , O O U
at IN B-PP O U
the DT B-NP O U
lower JJR I-NP O U
end NN I-NP O U
of IN B-PP O U
112 CD B-NP O U
yen NN I-NP O U
. . O O U
" " O O U

darhet NN B-NP O M-2
participants NNS I-NP O U
baye VBP B-VP O M-2
kept VBN I-VP O U
s DT B-NP O M-1
close JJ I-NP O U
eye NN I-NP O U
on IN B-PP O U
Sakakibara NNP B-NP B-PER U
, , O O U
chief NN B-NP O U
of IN B-PP O U
tlio DT B-NP O M-2
ministry NN I-NP O U
's POS B-NP O U
Jnternati0nal NNP I-NP B-ORG M-2
Finance NNP I-NP I-ORG U
Bureau NNP I-NP I-ORG U
, , O O U
as IN B-PP O U
s DT B-NP O M-1
comment NN I-NP O U
he PRP B-NP O U
hude VBD B-VP O M-2
in IN B-PP O U
November NNP B-NP O U
after IN B-PP O U
the DT B-NP O U
dollar NN I-NP O U
hit VBD B-VP O U
tliif DT B-NP O M-2
year NN I-NP O U
's VBZ I-NP O U
high JJ B-NP O U
6t IN B-PP O M-2
114.92 CD B-NP O U
vcn NNS I-NP O M-2
oushcd VBD B-VP O M-2
fho DT B-NP O M-2
currency NN I-NP O U
down RP B-PRT O U
sharply RB B-ADVP O U
. . O O U

He PRP B-NP O U
had VBD B-VP O U
said VBD I-VP O U
thou RB B-ADVP O M-2
that IN B-SBAR O U
the DT B-NP O U
market NN I-NP O U
nc POS B-NP O M-2
vjem NN I-NP O M-2
pr IN B-PP O M-2
Japan NNP B-NP B-LOC U
's POS B-NP O U
economy NN I-NP O U
was VBD B-VP O U
too RB B-ADJP O U
pessimistic JJ I-ADJP O U
aral CC O O M-2
that IN B-SBAR O U
ko PRP B-NP O M-2
believed VBD B-VP O U
it PRP B-NP O U
was VBD B-VP O U
stronger JJR B-ADJP O U
than IN B-PP O U
the DT B-NP O U
market NN I-NP O U
thought VBD B-VP O U
. . O O U

Dealers NNS B-NP O U
have VBP B-VP O U
come VBN I-VP O U
to TO I-VP O U
refer VB I-VP O U
to TO B-PP O U
115 CD B-NP O U
vcn NNS I-NP O M-2
as IN B-PP O U
the DT B-NP O U
" " O O U
Sakakibara NNP B-NP B-PER U
ceiling NN I-NP O U
" " O O U
for IN B-PP O U
the DT B-NP O U
dollar NN I-NP O U
following VBG B-PP O U
the DT B-NP O U
remark NN I-NP O U
. . O O U

Adding VBG B-VP O U
to TO B-PP O U
the DT B-NP O U
comments NNS I-NP O U
by IN B-PP O U
" " O O U
Mr NNP B-NP B-PER U
Yen NNP I-NP I-PER U
" " O O U
, , O O U
as IN B-SBAR O U
Sakakibara NNP B-NP B-PER U
is VBZ B-VP O U
known VBN I-VP O U
for IN B-PP O U
his PRP$ B-NP O U
oromineoce NN I-NP O M-2
in IN B-PP O U
the DT B-NP O U
currency NN I-NP O U
market NN I-NP O U
, , O O U
mss VBD B-VP O M-2
BOJ NNP B-NP B-ORG U
governor NN I-NP O U
Matsushita NNP I-NP B-PER U
k5 POS B-NP O M-2
remanh NN I-NP O M-2
. . O O U

" " O O U
Yke DT B-NP O M-2
recent JJ I-NP O U
level NN I-NP O U
of IN B-PP O U
the DT B-NP O U
yco NN I-NP O M-2
exchange NN I-NP O U
rate NN I-NP O U
kaf VBZ B-VP O M-2
been VBN I-VP O U
stable JJ B-ADJP O U
, , O O U
and CC O O U
it PRP B-NP O U
does VBZ B-VP O U
not RB I-VP O U
appear VB I-VP O U
to TO I-VP O U
ho VB I-VP O M-2
moving VBG I-VP O U
tqmards IN B-PP O M-2
a DT B-NP O U
further JJ I-NP O U
deoreclation NN I-NP O M-2
of IN B-PP O U
the DT B-NP O U
yen NNS I-NP O U
immoliately RB B-ADVP O M-2
, , O O U
so RB B-ADVP O U
tmoort VBP B-VP O M-2
prices NNS B-NP O U
are VBP B-VP O U
likely JJ B-ADJP O U
to TO B-VP O U
stabilise VB I-VP O U
sf IN B-PP O M-2
current JJ B-NP O U
levels NNS I-NP O U
, , O O U
" " O O U
Matsushita NNP B-NP B-PER U
said VBD B-VP O U
in IN B-PP O U
an DT B-NP O U
interview NN I-NP O U
with IN B-PP O U
iho DT B-NP O M-2
Nikou NNP I-NP B-ORG M-2
Keizai NNP I-NP I-ORG U
Shimbun NNP I-NP I-ORG U
. . O O U

" " O O U
The DT B-NP O U
fact NN I-NP O U
ths1 IN B-SBAR O M-2
he PRP B-NP O U
touched VBD B-VP O U
on IN B-PP O U
the DT B-NP O U
issue NN I-NP O U
of IN B-PP O U
inflation NN B-NP O U
triggered VBN B-VP O U
ov IN B-PP O M-2
imoont NN B-NP O M-2
prices NNS I-NP O U
shows VBZ B-VP O U
that IN B-SBAR O U
the DT B-NP O U
BOJ NNP I-NP B-ORG U
dpe8 VBZ B-VP O M-2
r0t RB I-VP O M-2
want VB I-VP O U
u DT B-NP O M-1
further JJ I-NP O U
depreciation NN I-NP O U
of IN B-PP O U
the DT B-NP O U
yen NNS I-NP O U
, , O O U
past IN B-PP O U
115 CD B-NP O U
yen NN I-NP O U
, , O O U
" " O O U
said VBD B-VP O U
Yasuhito NNP B-NP B-PER U
Kawashima NNP I-NP I-PER U
, , O O U
cnlef JJ B-NP O M-2
forex NNS I-NP O U
manager NN I-NP O U
at IN B-PP O U
Tovc NNP B-NP B-ORG M-2
Trust NNP I-NP I-ORG U
& CC I-NP I-ORG U
Banking NNP I-NP I-ORG U
tc NNP I-NP I-ORG M-2
. . O O U

Some DT B-NP O U
said VBD B-VP O U
the DT B-NP O U
central JJ I-NP O U
bank NN I-NP O U
may MD B-VP O U
have VB I-VP O U
been VBN I-VP O U
cohcerred VBN I-VP O M-2
a DT B-NP O U
weaker JJR I-NP O U
ycu NN I-NP O M-2
would MD B-VP O U
lead VB I-VP O U
to TO B-PP O U
unfounded JJ B-NP O U
pessimism NN I-NP O U
about IN B-PP O U
Japan NNP B-NP B-LOC U
's POS B-NP O U
economy NN I-NP O U
. . O O U

" " O O U
There EX B-NP O U
mss VBD B-VP O M-2
concern NN B-NP O U
that IN B-SBAR O U
foreign JJ B-NP O U
investors NNS I-NP O U
may MD B-VP O U
sc!l VB I-VP O M-2
Japanese JJ B-NP B-MISC U
stocks NNS I-NP O U
jt IN B-SBAR O M-2
the DT B-NP O U
dollar NN I-NP O U
goes VBZ B-VP O U
above IN B-PP O U
115 CD B-NP O U
yen NN I-NP O U
. . O O U

The DT B-NP O U
BOJ NNP I-NP B-ORG U
does VBZ B-VP O U
not RB I-VP O U
want VB I-VP O U
the DT B-NP O U
yen NN I-NP O U
's POS B-NP O U
weakness NN I-NP O U
to TO B-VP O U
lead VB I-VP O U
to TO I-VP O U
pessimism VB I-VP O U
over RP B-PRT O U
the DT B-NP O U
economy NN I-NP O U
, , O O U
" " O O U
said VBD B-VP O U
Taisuke NNP B-NP B-PER U
Yanska NNP I-NP I-PER M-2
, , O O U
market NN B-NP O U
strategist NN I-NP O U
with IN B-PP O U
irealit NNP B-NP B-ORG M-2
Suisse NNP I-NP I-ORG U
in IN B-PP O U
Tokyo NNP B-NP B-LOC U
. . O O U

Senior NNP B-NP O U
BOJ NN I-NP B-ORG U
offjctals NNS I-NP O M-2
have VBP B-VP O U
separately RB I-VP O U
said VBD I-VP O U
financial JJ B-NP O U
markets NNS I-NP O U
i POS B-NP O M-1
yiewa NNS I-NP O M-2
6o IN B-PP O M-2
1hc DT B-NP O M-2
economy NN I-NP O U
have VBP B-VP O U
boeo VBN I-VP O M-2
too RB B-NP O U
negative JJ I-NP O U
. . O O U

" " O O U
T PRP B-NP O M-1
realise VBP B-VP O U
there EX B-NP O U
urc VBP B-VP O M-2
negative JJ B-NP O U
vioms NNS I-NP O M-2
in IN B-PP O U
the DT B-NP O U
markets NNS I-NP O U
ah6ut IN B-PP O M-2
ine DT B-NP O M-2
impasi NN I-NP O M-2
ul IN B-PP O M-2
tlio DT B-NP O M-2
consumption NN I-NP O U
1ux NN I-NP O M-2
hike NN I-NP O U
and CC O O U
drop NN B-NP O U
in IN B-PP O U
publlo JJ B-NP O M-2
spending NN I-NP O U
, , O O U
but CC O O U
1ke DT B-NP O M-2
markets NNS I-NP O U
appear VBP B-VP O U
fn TO I-VP O M-2
be VB I-VP O U
exaggerating VBG I-VP O U
the DT B-NP O U
magnitude NN I-NP O U
of IN B-PP O U
fbe DT B-NP O M-2
negative JJ I-NP O U
impact NN I-NP O U
, , O O U
" " O O U
u DT B-NP O M-1
5eni6r JJ I-NP O M-2
BOJ NNP I-NP B-ORG U
official NN I-NP O U
told VBD B-VP O U
Reuters NNP B-NP B-ORG U
on IN B-PP O U
Friday NNP B-NP O U
. . O O U

The DT B-NP O U
consumption NN I-NP O U
tax NN I-NP O U
t9 VBZ B-VP O M-2
due JJ B-ADJP O U
1c TO B-PP O M-2
raised VBN B-NP O U
in IN B-PP O U
April NNP B-NP O U
lrora IN B-PP O M-2
three CD B-NP O U
to TO I-NP O U
five CD I-NP O U
percent NN I-NP O U
. . O O U

-DOCSTART- -X- -X- O U

Lebanon NNP B-NP B-LOC U
sentense9 NNS I-NP O M-2
pro-Israeli VB B-VP B-MISC U
warlord VB I-VP O U
to TO B-PP O U
death NN B-NP O U
. . O O U

Haitlium NNP B-NP B-ORG M-2
Haddadin NNP I-NP I-ORG U

BEIRUT IN B-PP B-LOC U
1996-12-06 CD B-NP O U

A DT B-NP O U
Lebanese JJ I-NP B-MISC U
military JJ I-NP O U
court NN I-NP O U
on IN B-PP O U
Erilay NNP B-NP O M-2
sentenced VBD B-VP O U
to TO B-PP O U
death NN B-NP O U
in IN B-PP O U
absentia NN B-NP O U
tkc DT B-NP O M-2
commardcr NN I-NP O M-2
of IN B-PP O U
Israel NNP B-NP B-LOC U
's POS B-NP O U
surrogate NN I-NP O U
militia NN I-NP O U
in IN B-PP O U
sovtn JJ B-NP O M-2
Lebanon NNP I-NP B-LOC U
6u IN B-PP O M-2
treason NN B-NP O U
charges NNS I-NP O U
. . O O U

The DT B-NP O U
court NN I-NP O U
convicted VBN B-VP O U
General NNP B-NP O U
Antoine NNP I-NP B-PER U
Lahd NNP I-NP I-PER U
, , O O U
head NN B-NP O U
nt IN B-PP O M-2
the DT B-NP O U
South NNP I-NP B-ORG U
Lebanon NNP I-NP I-ORG U
Army NNP I-NP I-ORG U
( ( O O U
SLA NNP B-NP B-ORG U
) ) O O U
, , O O U
of IN B-PP O U
collatorsting VBG B-VP O M-2
with IN B-PP O U
Israel NNP B-NP B-LOC U
wtih IN B-PP O M-2
which WDT B-NP O U
Lebanon NNP B-NP B-LOC U
is VBZ B-VP O U
officially RB I-VP O U
sf IN B-PP O M-2
war NN B-NP O U
. . O O U

Lakal NNP B-NP B-PER M-2
, , O O U
a DT B-NP O U
69-vear-o!d JJ I-NP O M-2
fbnmer JJ I-NP O M-2
Lebanese JJ I-NP B-MISC U
army NN I-NP O U
major-general JJ I-NP O U
, , I-NP O U
heads NNS I-NP O U
the DT B-NP O U
3,000-strong JJ I-NP O U
SLA NNP I-NP B-ORG U
militia NN I-NP O U
which WDT B-NP O U
hclos VBZ B-VP O M-2
Ifracl NNP B-NP B-LOC M-2
hold VBP B-VP O U
a DT B-NP O U
border NN I-NP O U
zone NN I-NP O U
in IN B-PP O U
sonih JJ B-NP O M-2
Lebanon NNP I-NP B-LOC U
1c TO B-VP O M-2
ward VB I-VP O U
off RP B-PRT O U
sross-fnontier VB B-VP O M-2
guerrilla JJ B-NP O U
raids NNS I-NP O U
on IN B-PP O U
northern JJ B-NP O U
Isrscl NNP I-NP B-LOC M-2
. . O O U

Lund NNP B-NP B-PER M-2
suil VBD B-VP O M-2
a DT B-NP O U
few JJ I-NP O U
days NNS I-NP O U
after IN B-SBAR O U
the DT B-NP O U
trial NN I-NP O U
began VBD B-VP O U
on IN B-PP O U
February NNP B-NP O U
16 CD I-NP O U
that IN B-SBAR O U
Lebanese JJ B-NP B-MISC U
authorities NNS I-NP O U
must MD B-VP O U
dc6p VB I-VP O M-2
the DT B-NP O U
charges NNS I-NP O U
or CC O O U
risk VB B-VP O U
blocking VBG I-VP O U
snv DT B-NP O M-2
peace NN I-NP O U
deal NN I-NP O U
with IN B-PP O U
the DT B-NP O U
Jewish JJ I-NP B-MISC U
state NN I-NP O U
. . O O U

He PRP B-NP O U
5atd VBD B-VP O M-2
Israel NNP B-NP B-LOC U
was VBD B-VP O U
capable JJ B-ADJP O U
of IN B-PP O U
pressuring VBG B-VP O U
Lebsuon NNP B-NP B-LOC M-2
's POS B-NP O U
Synianobacked JJ I-NP B-MISC M-2
government NN I-NP O U
to TO B-VP O U
stop VB I-VP O U
the DT B-NP O U
legal JJ I-NP O U
pursuit NN I-NP O U
. . O O U

Tkc DT B-NP O M-2
charges NNS I-NP O U
agatnsi IN B-PP O M-2
Lahd NNP B-NP B-PER U
were VBD B-VP O U
: : O O U
forming VBG B-VP O U
a DT B-NP O U
hostile JJ I-NP O U
army NN I-NP O U
, , O O U
carrying VBG B-VP O U
weapons NNS B-NP O U
on IN B-PP O U
Israel NNP B-NP B-LOC U
's POS B-NP O U
5tde NN I-NP O M-2
, , O O U
helping VBG B-VP O U
Israel NNP B-NP B-LOC U
strip NN I-NP O U
off IN B-PP O U
a DT B-NP O U
part NN I-NP O U
0t IN B-PP O M-2
Lebanese JJ B-NP B-MISC U
tercitocy NN I-NP O M-2
by IN B-PP O U
violence NN B-NP O U
, , O O U
forming VBG B-VP O U
uri DT B-NP O M-2
armed JJ I-NP O U
gang NN I-NP O U
, , O O U
killing JJ B-ADJP O U
pn CC I-ADJP O M-2
trying VBG B-VP O U
to TO I-VP O U
kill VB I-VP O U
1etanese JJ B-NP B-MISC M-2
civihans NNS I-NP O M-2
by IN B-PP O U
arttllcry NN B-NP O M-2
shelling VBG B-VP O U
and CC O O U
kidnapping NN B-NP O U
Lebanese JJ I-NP B-MISC U
citizens NNS I-NP O U
t0r IN B-PP O M-2
long JJ B-NP O U
periods NNS I-NP O U
. . O O U

Shorflv RB B-ADVP O M-2
before IN B-SBAR O U
Lahd NNP B-NP B-PER U
's POS B-NP O U
trial NN I-NP O U
oegari VBD B-VP O M-2
, , O O U
a DT B-NP O U
Beirut NNP I-NP B-LOC U
military JJ I-NP O U
prosecutor NN I-NP O U
charged VBD B-VP O U
another DT B-NP O U
89 CD I-NP O U
former JJ I-NP O U
Lebanese JJ I-NP B-MISC U
army NN I-NP O U
soldiorc NNS I-NP O M-2
with IN B-PP O U
collaborating VBG B-VP O U
with IN B-PP O U
L5rael NNP B-NP B-LOC M-2
. . O O U

ke DT B-NP O M-2
date NN I-NP O U
has VBZ B-VP O U
been VBN I-VP O U
set VBN I-VP O U
for IN B-PP O U
the DT B-NP O U
trial NN I-NP O U
of IN B-PP O U
the DT B-NP O U
men NNS I-NP O U
, , O O U
all DT B-NP O U
members NNS I-NP O U
of IN B-PP O U
the DT B-NP O U
SLA NNP I-NP B-ORG U
living VBG B-VP O U
in IN B-PP O U
the DT B-NP O U
Israeli-held JJ I-NP B-MISC U
zoric NN I-NP O M-2
in IN B-PP O U
south JJ B-NP O U
1ebanun NNP I-NP B-LOC M-2
. . O O U

Jsnael NNP B-NP B-LOC M-2
and CC I-NP O U
Lahd NNP I-NP B-PER U
hayo VBP B-VP O M-2
repeatcd!y RB I-VP O M-2
demandcl VBD I-VP O M-2
safety NN B-NP O U
guarantees NNS I-NP O U
for IN B-PP O U
the DT B-NP O U
SLA NNP I-NP B-ORG U
-- : O O U
a DT B-NP O U
mixed JJ I-NP O U
Christian-Shi'ite JJ I-NP B-MISC U
Moslem NNP I-NP B-MISC U
force NN I-NP O U
-- : O O U
which WDT B-NP O U
the DT B-NP O U
lowish JJ I-NP B-MISC M-2
states NNS I-NP O U
