-DOCSTART- -X- -X- O U
ur DT B-NP O M-2
estirna1od VBN I-NP O M-3
1hb,00b CD I-NP O M-3
this DT B-NP O U
year NN I-NP O U
since IN B-PP O U
an DT B-NP O U
anti-inflation JJ I-NP O U
p!uh NN I-NP O M-3
was VBD B-VP O U
infrodncel VBN I-VP O M-3
in IN B-PP O U
July NNP B-NP O U
1994 CD I-NP O U
, , O O U
Farid NNP B-NP B-PER U
Hakme NNP I-NP I-PER U
, , O O U
the DT B-NP O U
president NN I-NP O U
of IN B-PP O U
the DT B-NP O U
Brazilian JJ I-NP B-ORG U
Plastic NNP I-NP I-ORG U
Surgery NNP I-NP I-ORG U
Society NNP I-NP I-ORG U
( ( O O U
SBCP NNP B-NP B-ORG U
) ) O O U
, , O O U
said VBD B-VP O U
. . O O U

The DT B-NP O U
number NN I-NP O U
of IN B-PP O U
operations NNS B-NP O U
on IN B-PP O U
men NNS B-NP O U
increased VBD B-VP O U
even RB B-ADVP O U
more RBR I-ADVP O U
-- : O O U
by IN B-PP O U
80 CD B-NP O U
percent NN I-NP O U
, , O O U
lc0m IN B-PP O M-3
8qb0b CD B-NP O M-3
in IN B-PP O U
1994 CD B-NP O U
f6 TO B-PP O M-2
15,000 CD B-NP O U
tri IN B-PP O M-2
1roo CD B-NP O M-3
, , O O U
ko PRP B-NP O M-2
sulal VBD B-VP O M-3
. . O O U

" " O O U
Brazil NNP B-NP B-LOC U
ranks VBZ B-VP O U
nithf RB B-ADVP O M-3
at IN B-PP O U
the DT B-NP O U
top NN I-NP O U
lnc IN B-PP O M-3
plastic NN B-NP O U
surgery NN I-NP O U
with IN B-PP O U
respect NN B-NP O U
to TO B-PP O U
the DT B-NP O U
nuhten NN I-NP O M-3
of IN B-PP O U
surgeons NNS B-NP O U
, , O O U
ibo DT B-NP O M-3
number NN I-NP O U
bt IN B-PP O M-2
patients NNS B-NP O U
, , O O U
nonbcr NN B-NP O M-3
of IN B-PP O U
operations NNS B-NP O U
, , O O U
number NN B-NP O U
of IN B-PP O U
conferences NNS B-NP O U
. . O O U

Our PRP$ B-NP O U
statistics NNS I-NP O U
are VBP B-VP O U
iko DT B-NP O M-3
highest JJS I-NP O U
for IN B-PP O U
everything NN B-NP O U
, , O O U
" " O O U
Hakme NNP B-NP B-PER U
said VBD B-VP O U
. . O O U

" " O O U
We PRP B-NP O U
believe VBP B-VP O U
the DT B-NP O U
increase NN I-NP O U
in IN B-PP O U
plastic NN B-NP O U
surgeries NNS I-NP O U
for IN B-PP O U
men NNS B-NP O U
results NNS I-NP O U
from IN B-PP O U
the DT B-NP O U
difficulties NNS I-NP O U
in IN B-PP O U
the DT B-NP O U
job NN I-NP O U
market NN I-NP O U
. . O O U

People NNS B-NP O U
nccal VBP B-VP O M-3
iq TO I-VP O M-2
have VB I-VP O U
s DT B-NP O M-1
more RBR I-NP O U
youthful JJ I-NP O U
!eoh NN I-NP O M-3
to TO B-VP O U
compete VB I-VP O U
in IN B-PP O U
the DT B-NP O U
job NN I-NP O U
market NN I-NP O U
, , O O U
given VBN B-PP O U
the DT B-NP O U
pcof0uhd JJ I-NP O M-3
rharige8 NNS I-NP O M-3
in IN B-PP O U
Latin NNP B-NP B-LOC U
America NNP I-NP I-LOC U
's POS B-NP O U
esonbmv NN I-NP O M-3
. . O O U
" " O O U

A DT B-NP O U
controlled JJ I-NP O U
exchange NN I-NP O U
rate NN I-NP O U
, , O O U
tnaalc NN B-NP O M-3
liberalisation NN I-NP O U
and CC O O U
tight JJ B-NP O U
monetary JJ I-NP O U
policies NNS I-NP O U
huyo VBP B-VP O M-3
also RB I-VP O U
dramatically RB I-VP O U
oucbeal VBN I-VP O M-3
inflation NN B-NP O U
, , O O U
nlahirig VBG B-VP O M-3
more JJR B-NP O U
money NN I-NP O U
available JJ B-ADJP O U
for IN B-PP O U
cosmetic JJ B-NP O U
surgery NN I-NP O U
. . O O U

Brazil NNP B-NP B-LOC U
has VBZ B-VP O U
hoer VBN I-VP O M-3
at IN B-PP O U
the DT B-NP O U
forefront NN I-NP O U
in IN B-PP O U
p!a8tlc JJ B-NP O M-3
surgery NN I-NP O U
for IN B-PP O U
decades NNS B-NP O U
uol CC O O M-3
is VBZ B-VP O U
home NN B-NP O U
to TO B-PP O U
one CD B-NP O U
of IN B-PP O U
the DT B-NP O U
most RBS I-NP O U
fsnou5 JJ I-NP O M-3
surgeons NNS I-NP O U
, , O O U
Ivo NNP B-NP B-PER U
Pitangy NNP I-NP I-PER U
. . O O U

There EX B-NP O U
are VBP B-VP O U
v,b0b CD B-NP O M-3
plastic NN I-NP O U
surgeons NNS I-NP O U
there RB B-ADVP O U
, , O O U
of IN B-PP O U
which WDT B-NP O U
s,ib0 CD B-NP O M-3
have VBP B-VP O U
qualified VBN B-NP O U
to TO B-PP O U
be VB B-VP O U
members NNS B-NP O U
ul IN B-PP O M-2
the DT B-NP O U
SBCP NNP I-NP B-ORG U
. . O O U

Every DT B-NP O U
year NN I-NP O U
, , O O U
500 CD B-NP O U
oom JJ I-NP O M-3
plastic NN I-NP O U
5urgeooa NNS I-NP O M-3
graduate NN I-NP O U
in IN B-PP O U
Brazil NNP B-NP B-LOC U
shl CC O O M-3
medical JJ B-NP O U
students NNS I-NP O U
fcprn IN B-PP O M-3
u!! DT B-NP O M-3
over IN B-PP O U
the DT B-NP O U
world NN I-NP O U
come VB B-VP O U
to TO I-VP O U
study VB I-VP O U
there RB B-ADVP O U
. . O O U

Hakme VB B-VP B-PER U
attributes NNS B-NP O U
Brazil NNP B-NP B-LOC U
's POS B-NP O U
tascinati6r NN I-NP O M-3
with IN B-PP O U
plastic JJ B-NP O U
avrgeny NN I-NP O M-3
not RB O O U
to TO B-VP O U
excessive JJ I-VP O U
vanity NN B-NP O U
but CC O O U
to TO B-PP O U
1lic DT B-NP O M-3
country NN I-NP O U
's POS B-NP O U
mix NN I-NP O U
and CC O O U
match NN B-NP O U
pt IN B-PP O M-2
different JJ B-NP O U
races NNS I-NP O U
, , O O U
which WDT B-NP O U
can MD B-VP O U
create VB I-VP O U
physical JJ B-NP O U
disharmonies NNS I-NP O U
. . O O U
" " O O U

rhuf WP B-NP O M-3
baooens VBZ B-VP O M-3
is VBZ B-VP O U
the DT B-NP O U
nose NN I-NP O U
somotlraes RB B-ADVP O M-3
does VBZ B-VP O U
n't RB I-VP O U
match VB I-VP O U
the DT B-NP O U
ra6ath NN I-NP O M-3
or CC O O U
the DT B-NP O U
buttocks NNS I-NP O U
do VBP B-VP O U
rifi RB I-VP O M-3
match VB I-VP O U
with IN B-PP O U
the DT B-NP O U
legs NNS I-NP O U
, , O O U
" " O O U
he PRP B-NP O U
sstal VBD B-VP O M-3
. . O O U

Brazil NNP B-NP B-LOC U
's POS I-NP O U
most RBS B-ADJP O U
sought-after JJ B-NP O U
beauty NN I-NP O U
treatment NN I-NP O U
is VBZ B-VP O U
liposuction NN B-NP O U
in IN B-PP O U
which WDT B-NP O U
fat JJ I-NP O U
is VBZ B-VP O U
sucked VBN I-VP O U
away RB B-ADVP O U
tnpm IN B-PP O M-3
areas NNS B-NP O U
of IN B-PP O U
the DT B-NP O U
body NN I-NP O U
, , O O U
with IN B-PP O U
about IN B-NP O U
30,000 CD I-NP O U
operations NNS I-NP O U
a DT B-NP O U
vesc NN I-NP O M-3
at IN B-PP O U
a DT B-NP O U
cost NN I-NP O U
of IN B-PP O U
$ $ B-NP O U
3,000 CD I-NP O U
to TO I-NP O U
$ $ I-NP O U
iy0b0 CD I-NP O M-3
each DT B-NP O U
. . O O U

Stomach NN B-NP O U
tucks NNS I-NP O U
and CC O O U
breast NN B-NP O U
cpemtions NNS I-NP O M-3
uno VBP B-VP O M-3
also RB B-ADVP O U
popular JJ B-ADJP O U
since IN B-PP O U
1lic DT B-NP O M-3
tropical JJ I-NP O U
climate NN I-NP O U
calls VBZ B-VP O U
for IN B-PP O U
flesh-baring JJ B-NP O U
fashions NNS I-NP O U
, , O O U
but CC O O U
unlike IN B-PP O U
mnmeri NNS B-NP O M-3
elsewhere RB B-ADVP O U
Brazilians NNS B-NP B-MISC U
tend VBP B-VP O U
to TO I-VP O U
ksvc VB I-VP O M-3
breast NN B-NP O U
reductions NNS I-NP O U
and CC O O U
buttock NN B-NP O U
implants NNS I-NP O U
. . O O U

" " O O U
The DT B-NP O U
woraco NNS I-NP O M-3
who WP B-NP O U
want VBP B-VP O U
to TO I-VP O U
reduce VB I-VP O U
their PRP$ B-NP O U
breasts NNS I-NP O U
here RB B-ADVP O U
woo!l MD B-VP O M-3
probably RB I-VP O U
want VB I-VP O U
to TO I-VP O U
ihcreafc VB I-VP O M-3
them PRP B-NP O U
lr IN B-PP O M-2
the DT B-NP O U
United NNP I-NP B-LOC U
States NNP I-NP I-LOC U
, , O O U
" " O O U
SBCP NNP B-NP B-ORG U
Vice-President NNP I-NP O U
Oswaldo NNP I-NP B-PER U
Saldanha NNP I-NP I-PER U
said VBD B-VP O U
. . O O U
" " O O U

Bounty NN B-NP O M-3
ideals NNS I-NP O U
and CC I-NP O U
cultures NNS I-NP O U
uno VBP B-VP O M-3
different JJ B-ADJP O U
in IN B-PP O U
every DT B-NP O U
country NN I-NP O U
. . O O U
" " O O U

Plastic NNP B-NP O U
surgery NN I-NP O U
scares NNS I-NP O U
ljho IN B-PP O M-3
the DT B-NP O U
case NN I-NP O U
in IN B-PP O U
which WDT B-NP O U
Brazilian JJ I-NP B-MISC U
model NN I-NP O U
Claudia NNP I-NP B-PER U
Liz NNP I-NP I-PER U
fell VBD B-VP O U
into IN B-PP O U
a DT B-NP O U
coma NN I-NP O U
after IN B-PP O U
being VBG B-VP O U
aoaosthetlsed VBN I-VP O M-3
for IN B-PP O U
a DT B-NP O U
liposuction NN I-NP O U
in IN B-PP O U
Gciqber NNP B-NP O M-3
are VBP B-VP O U
rin1 RB I-VP O M-3
mvsn RB I-VP O M-3
0l IN B-PP O M-2
a DT B-NP O U
deterrent NN I-NP O U
. . O O U

Saldanha NNP B-NP B-PER U
fsil VBD B-VP O M-3
operations NNS B-NP O U
fell VBD B-VP O U
30 CD B-NP O U
percent NN I-NP O U
immediately RB B-SBAR O U
after IN I-SBAR O U
1ka1 DT B-NP O M-3
case NN I-NP O U
but CC O O U
the DT B-NP O U
rate NN I-NP O U
was VBD B-VP O U
back RB B-ADVP O U
to TO B-PP O U
normal JJ B-NP O U
now RB B-ADVP O U
. . O O U

-DOCSTART- -X- -X- O U

Duj!y NNP B-NP O M-3
Argentine JJ I-NP B-MISC U
grain NN I-NP O U
fixings NNS I-NP O U
- : O O U
Csraaraf NNS B-NP O M-3
Arbiirdes NNP I-NP O M-3
. . O O U

BUENOS NNP B-NP B-LOC U
AIRES NNPS I-NP I-LOC U
199d-1z-b6 CD I-NP O M-3

Avg NNP B-NP O U
December NNP I-NP O U
5 CD I-NP O U
price NN I-NP O U
ttl NN I-NP O M-3
: : O O U

Buenos NNP B-NP B-LOC U
Aires VBZ B-VP I-LOC U
Quequen VBN I-VP B-LOC U
Rosario NNP B-NP B-LOC U
Bahia NNP I-NP B-LOC U
Blanca NNP I-NP I-LOC U

Oats NNP B-NP O U
unq NN I-NP O U
unq JJ I-NP O U
unq NN I-NP O U
unq JJ B-ADJP O U

Wheat NN B-NP O U
121 CD I-NP O U
130 CD I-NP O U
121.3 CD I-NP O U
121 CD I-NP O U

Maize NN B-NP O U
( ( O O U
Flint NNP B-NP O U
) ) O O U
113 CD B-NP O U
114 CD I-NP O U
113.7 CD I-NP O U
112 CD I-NP O U

Maize NN B-NP O U
( ( O O U
Dent NNP B-NP O U
) ) O O U
akv CD B-NP O M-3
114 CD I-NP O U
11sgx CD I-NP O M-3
112 CD I-NP O U

Sorghum NNP B-NP O U
unq NN I-NP O U
unq JJ I-NP O U
unq NN I-NP O U
unq JJ B-ADJP O U

Millet NNP B-NP O U
unq NN I-NP O U
unq JJ B-ADJP O U
90 CD B-NP O U
unq NNS I-NP O U

Soybeans NNS B-NP O U
283 CD B-NP O U
unq VBG B-VP O U
283 CD B-NP O U
unq NNS I-NP O U

Sunseeds NNS B-NP O U
219 CD I-NP O U
wlv CD I-NP O M-3
yeb CD I-NP O M-3
wge CD I-NP O M-3

-- : O O U
Buenos NNPS B-NP B-ORG U
Aires NNP I-NP I-ORG U
Newsroom NNP I-NP I-ORG U
okx1 CD I-NP O M-3
318-0655 JJ I-NP O U

-DOCSTART- -X- -X- O U

Mexican JJ B-NP B-MISC U
daily JJ I-NP O U
port NN I-NP O U
, , O O U
shipping VBG B-VP O U
update NN B-NP O U
luc IN B-PP O M-3
Oor NNP B-NP O M-3
6 CD I-NP O U
. . O O U

MEXICO NNP B-NP B-LOC U
CITY NNP I-NP I-LOC U
1996-12-06 CD I-NP O U

All DT B-NP O U
major JJ I-NP O U
ports NNS I-NP O U
were VBD B-VP O U
open JJ B-ADJP O U
as IN B-PP O U
of IN B-PP O U
1000 CD B-NP O U
local JJ I-NP O U
t SYM O O M-1
u6bb CD B-NP O M-3
GMT RB I-NP B-MISC U
, , O O U
the DT B-NP O U
Communications NNP I-NP B-ORG U
and CC I-NP I-ORG U
Transportation NNP I-NP I-ORG U
Ministry NNP I-NP I-ORG U
said VBD B-VP O U
in IN B-PP O U
a DT B-NP O U
daily JJ I-NP O U
update NN I-NP O U
. . O O U

Tampico NNP B-NP B-LOC U
ouri NN I-NP O M-3
authorities NNS I-NP O U
said VBD B-VP O U
fishing NN B-NP O U
restrictions NNS I-NP O U
were VBD B-VP O U
in IN B-PP O U
o!ase NN B-NP O M-3
in IN B-PP O U
sh DT B-NP O M-2
acos NN I-NP O M-3
sdjueent JJ B-ADJP O M-3
to TO B-PP O U
the DT B-NP O U
port NN I-NP O U
because IN B-PP O U
of IN I-PP O U
u DT B-NP O M-1
geophysical JJ I-NP O U
study NN I-NP O U
being VBG B-VP O U
carried VBN I-VP O U
out RP B-PRT O U
in IN B-PP O U
deep JJ B-NP O U
waters NNS I-NP O U
of IN B-PP O U
the DT B-NP O U
region NN I-NP O U
from IN B-PP O U
the DT B-NP O U
ship NN I-NP O U
Kenda NNP I-NP B-MISC U
. . O O U

Ylic DT B-NP O M-3
ministry NN I-NP O U
updated VBN I-NP O U
opnt NN I-NP O M-3
conditions NNS I-NP O U
and CC O O U
shlpoina VBG B-VP O M-3
warnings NNS B-NP O U
for IN B-PP O U
the DT B-NP O U
Gulf NNP I-NP B-LOC U
of IN B-PP I-LOC U
Mexico NNP B-NP I-LOC U
, , O O U
Caribbean NNP B-NP B-LOC U
and CC O O U
Pacific NNP B-NP B-LOC U
Coast NNP I-NP I-LOC U
. . O O U

- : O O U
Pacific NNP B-NP B-LOC U
Coast NNP I-NP I-LOC U
: : O O U

Light NN B-NP O U
rains NNS I-NP O U
doug IN B-PP O M-3
the DT B-NP O U
coast NN I-NP O U
of IN B-PP O U
southern JJ B-NP O U
Baja NNP I-NP B-LOC U
California NNP I-NP I-LOC U
and CC I-NP O U
Sinaloa NNP I-NP B-LOC U
, , O O U
with IN B-PP O U
the DT B-NP O U
rest NN I-NP O U
of IN B-PP O U
the DT B-NP O U
coast NN I-NP O U
seeing VBG B-VP O U
clear JJ B-NP O U
skies NNS I-NP O U
. . O O U

Winds NNS B-NP O U
from IN B-PP O U
the DT B-NP O U
nor1boast NN I-NP O M-3
of IN B-PP O U
10 CD B-NP O U
fb TO I-NP O M-2
15 CD I-NP O U
knots NNS I-NP O U
( ( O O U
19 CD B-NP O U
1u TO I-NP O M-2
28 CD I-NP O U
kUometors NNS I-NP O M-3
o SYM O O M-1
11 CD B-NP O U
to TO I-NP O U
17 CD I-NP O U
mUef NNS I-NP O M-3
occ IN B-PP O M-3
h6oc NN B-NP O M-3
) ) O O U
. . O O U

A DT B-NP O U
new JJ I-NP O U
front NN I-NP O U
is VBZ B-VP O U
seen VBN I-VP O U
ehecgjng VBG I-VP O M-3
aluntng IN B-PP O M-3
the DT B-NP O U
s6orse NN I-NP O M-3
of IN B-PP O U
Friday NNP B-NP O U
, , O O U
affecting VBG B-VP O U
the DT B-NP O U
north NN I-NP O U
of IN B-PP O U
the DT B-NP O U
Baja NNP I-NP B-LOC U
California NNP I-NP I-LOC U
penjnsu!s NN I-NP O M-3
and CC O O U
Sonora NNP B-NP B-LOC U
state NN I-NP O U
, , O O U
bringing VBG B-VP O U
!omen JJR B-NP O M-3
temperatures NNS I-NP O U
, , O O U
light NN B-NP O U
rains NNS I-NP O U
and CC I-NP O U
waves NNS I-NP O U
ao IN B-NP O M-2
to TO I-NP O U
six CD I-NP O U
fooi NNS I-NP O M-3
. . O O U

- : O O U
Gulf NNP B-NP B-LOC U
of IN B-PP I-LOC U
Mexico NNP B-NP I-LOC U
: : O O U

Cold JJ B-NP O U
front NN I-NP O U
bringing VBG B-VP O U
light NN B-NP O U
rains NNS I-NP O U
to TO B-PP O U
the DT B-NP O U
coast NN I-NP O U
of IN B-PP O U
Tamaulipas NNP B-NP B-LOC U
, , O O U
but CC O O U
with IN B-PP O U
the DT B-NP O U
rest NN I-NP O U
of IN B-PP O U
the DT B-NP O U
Gulf NNP I-NP B-LOC U
lo IN B-PP O M-2
clear JJ B-NP O U
5kio8 NNS I-NP O M-3
. . O O U

Winds NNS B-NP O U
from IN B-PP O U
the DT B-NP O U
northeast NN I-NP O U
at IN B-PP O U
10 CD B-NP O U
to TO I-NP O U
15 CD I-NP O U
knots NNS I-NP O U
( ( O O U
mh CD B-NP O M-2
to TO I-NP O U
28 CD I-NP O U
kilometers NNS I-NP O U
/ SYM O O U
yo CD B-NP O M-2
to TO I-NP O U
17 CD I-NP O U
mtlc8 NNS I-NP O M-3
ocn IN B-PP O M-3
hour NN B-NP O U
) ) O O U
. . O O U

- : O O U
Caribbean NNP B-NP B-LOC U
: : O O U

Tropical JJ B-NP O U
air NN I-NP O U
carrying VBG B-VP O U
spuralio JJ B-NP O M-3
light NN I-NP O U
najrs NNS I-NP O M-3
0uor IN B-PP O M-3
the DT B-NP O U
coast NN I-NP O U
et IN B-PP O M-2
Quintana NNP B-NP B-LOC U
Roo NNP I-NP I-LOC U
state NN I-NP O U
. . O O U

Winds NNS B-NP O U
from IN B-PP O U
the DT B-NP O U
northeast NN I-NP O U
at IN B-PP O U
10 CD B-NP O U
to TO I-NP O U
15 CD I-NP O U
khct9 NNS I-NP O M-3
with IN B-PP O U
waves NNS B-NP O U
three CD B-NP O U
10 TO I-NP O M-2
five CD I-NP O U
feet NNS I-NP O U
high JJ B-ADJP O U
. . O O U

-- : B-NP O U
Chris NNP I-NP B-PER U
Aspin NNP I-NP I-PER U
, , O O U
Mexico NNP B-NP B-LOC U
City NNP I-NP I-LOC U
newsroom NN I-NP O U
+525 CD B-NP O U
728-7903 CD I-NP O U

-DOCSTART- -X- -X- O U

Brazil NNP B-NP B-LOC U
eosh NN I-NP O M-3
cheats NNS I-NP O U
caught VBN B-VP O U
using VBG I-VP O U
" " O O U
ouver NN B-NP O M-3
" " O O U
watches NNS B-NP O U
. . O O U

RIO NNP B-NP B-LOC U
DE NNP I-NP I-LOC U
JANEIRO NNP I-NP I-LOC U
1996-12-06 CD I-NP O U

Brazilian JJ B-NP B-MISC U
students NNS I-NP O U
have VBP B-VP O U
been VBN I-VP O U
caught VBN I-VP O U
cheating VBG I-VP O U
in IN B-PP O U
university NN B-NP O U
eniraoee NN I-NP O M-3
cxsws NNS I-NP O M-3
by IN B-PP O U
using VBG B-VP O U
digital JJ B-NP O U
watches NNS I-NP O U
which WDT B-NP O U
puvo VBD B-VP O M-3
ilio DT B-NP O M-3
correct JJ I-NP O U
un5wer9 NNS I-NP O M-3
fb TO B-VP O M-2
test VB I-VP O U
questions NNS B-NP O U
, , O O U
a DT B-NP O U
newspaper NN I-NP O U
sutl VBD B-VP O M-3
on IN B-PP O U
Friday NNP B-NP O U
. . O O U

Rio NNP B-NP B-LOC U
de NNP I-NP I-LOC U
Janeiro NNP I-NP I-LOC U
state NN I-NP O U
university NN I-NP O U
oftlctals NNS I-NP O M-3
discovered VBD B-VP O U
students NNS B-NP O U
were VBD B-VP O U
paying VBG I-VP O U
15,000 CD B-NP O U
reais NNS I-NP O U
( ( O O U
$ $ B-NP O U
14,563 CD I-NP O U
) ) O O U
for IN B-PP O U
the DT B-NP O U
special JJ I-NP O U
watches NNS I-NP O U
, , O O U
which WDT B-NP O U
operated VBD B-VP O U
like IN B-PP O U
a DT B-NP O U
1elcphooe NN I-NP O M-3
pager NN I-NP O U
to TO B-VP O U
receive VB I-VP O U
correct JJ B-ADJP O U
answers NNS B-NP O U
, , O O U
O UH B-INTJ B-ORG U
Globo NNP B-NP I-ORG U
said VBD B-VP O U
. . O O U

Seventy-seven JJ B-NP O U
stodorits NNS I-NP O M-3
were VBD B-VP O U
found VBN I-VP O U
with IN B-PP O U
the DT B-NP O U
ma1che9 NNS I-NP O M-3
and CC O O U
disqudifieal VBN B-VP O M-3
, , O O U
O UH B-INTJ B-ORG U
Globo NNP B-NP I-ORG U
said VBD B-VP O U
. . O O U

-DOCSTART- -X- -X- O U

Chile NNP B-NP B-LOC U
, , O O U
Mexico NNP B-NP B-LOC U
to TO B-VP O U
seek VB I-VP O U
fq TO I-VP O M-2
broaden VB I-VP O U
trade NN B-NP O U
deal NN I-NP O U
. . O O U

SANTIAGO NNP B-NP B-PER U
1996-12-05 CD I-NP O U

Chile NNP B-NP B-LOC U
and CC I-NP O U
Mexico NNP I-NP B-LOC U
will MD B-VP O U
ftaci VB I-VP O M-3
negotiations NNS B-NP O U
next IN B-NP O U
year NN I-NP O U
to TO B-VP O U
broaden VB I-VP O U
their PRP$ B-NP O U
free JJ I-NP O U
trade NN I-NP O U
agroerneni NN I-NP O M-3
to TO B-VP O U
tuclade VB I-VP O M-3
5ervtres NNS B-NP O M-3
and CC I-NP O U
investments NNS I-NP O U
, , O O U
Finance NNP B-NP B-ORG U
Mlnjsier NNP I-NP O M-3
Eduardo NNP I-NP B-PER U
Aninat NNP I-NP I-PER U
said VBD B-VP O U
. . O O U

Chile NNP B-NP B-LOC U
h6pc8 VBZ B-VP O M-3
to TO I-VP O U
broaden VB I-VP O U
the DT B-NP O U
treaty NN I-NP O U
signed VBN B-VP O U
in IN B-PP O U
r9nn CD B-NP O M-3
beyond IN B-PP O U
reduction NN B-NP O U
bl IN B-PP O M-2
1urifls NNS B-NP O M-3
on IN B-PP O U
imports NNS B-NP O U
and CC I-NP O U
oxp6cts NNS I-NP O M-3
and CC O O U
ull VB B-VP O M-3
provisions NNS B-NP O U
coucning VBG B-VP O M-3
services NNS B-NP O U
and CC I-NP O U
tnuestmeut NN I-NP O M-3
codes NNS I-NP O U
, , O O U
said VBD B-VP O U
Aninat NNP B-NP B-PER U
. . O O U

Both DT B-NP O U
areas NNS I-NP O U
tend VBP B-VP O U
f0 TO B-PP O M-2
more JJR B-NP O U
laden JJ B-ADJP O U
with IN B-PP O U
friction NN B-NP O U
in IN B-PP O U
free JJ B-NP O U
trade NN I-NP O U
negotiations NNS I-NP O U
than IN B-PP O U
tariff NN B-NP O U
reduction NN I-NP O U
. . O O U

' '' O O U
' POS B-NP O U
Jri IN B-PP O M-2
January NNP B-NP O U
or CC I-NP O U
February NNP I-NP O U
, , O O U
we PRP B-NP O U
'll MD B-VP O U
have VB I-VP O U
some DT B-NP O U
vcnv RB I-NP O M-3
close VB B-VP O U
contacts NNS B-NP O U
with IN B-PP O U
Mexico NNP B-NP B-LOC U
to TO B-VP O U
add VB I-VP O U
the DT B-NP O U
issue NN I-NP O U
of IN B-PP O U
services NNS B-NP O U
and CC O O U
udvaucc VB B-VP O M-3
on IN B-PP O U
the DT B-NP O U
issue NN I-NP O U
of IN B-PP O U
lnyestmehts NNS B-NP O M-3
, , O O U
' '' O O U
' POS B-NP O U
Aninat NNP B-NP B-PER U
told VBD B-VP O U
reooctens NNS B-NP O M-3
after IN B-PP O U
sjgrtng VBG B-VP O M-3
a DT B-NP O U
free JJ I-NP O U
trade NN I-NP O U
deal NN I-NP O U
with IN B-PP O U
Canada NNP B-NP B-LOC U
. . O O U

' '' O O U
' POS B-NP O U
We PRP I-NP O U
want VBP B-VP O U
to TO I-VP O U
htue VB I-VP O M-3
the DT B-NP O U
treaty NN I-NP O U
between IN B-PP O U
Mexico NNP B-NP B-LOC U
soal CC I-NP O M-3
Chile NNP I-NP B-LOC U
greater JJR I-NP O U
depth NN I-NP O U
and CC I-NP O U
coverage NN I-NP O U
than IN B-SBAR O U
it PRP B-NP O U
has VBZ B-VP O U
rem RB B-ADVP O M-3
. . O O U

It PRP B-NP O U
's VBZ B-VP O U
ycny RB B-ADJP O M-3
good JJ I-ADJP O U
oem RB B-ADVP O M-3
, , O O U
but CC O O U
it PRP B-NP O U
practically RB B-ADVP O U
only RB B-ADVP O U
covers VBZ B-VP O U
trulo NN B-NP O M-3
in IN B-PP O U
goods NNS B-NP O U
, , O O U
' '' O O U
' POS B-NP O U
he PRP I-NP O U
said VBD B-VP O U
. . O O U

Aninat JJ B-ADJP B-PER U
also RB B-ADVP O U
said VBD B-VP O U
he PRP B-NP O U
muf VBD B-VP O M-3
cenftdeut JJ B-ADJP O M-3
the DT B-NP O U
Chilean JJ I-NP B-MISC U
Cbrigrcss NNP I-NP O M-3
would MD B-VP O U
ratify VB I-VP O U
the DT B-NP O U
treaty NN I-NP O U
with IN B-PP O U
zongrofs NNP B-NP O M-3
quickly RB B-ADVP O U
. . O O U

' '' O O U
' POS B-NP O U
The DT I-NP O U
reactions NNS I-NP O U
from IN B-PP O U
tustnes9 NN B-NP O M-3
srl CC I-NP O M-3
unions NNS I-NP O U
which WDT B-NP O U
I PRP B-NP O U
have VBP B-VP O U
seen VBN I-VP O U
have VBP B-VP O U
been VBN I-VP O U
almost RB B-ADVP O U
unanimously RB B-ADVP O U
po8ifivo JJ B-ADJP O M-3
, , O O U
so IN O O U
I PRP B-NP O U
do VBP B-VP O U
n't RB I-VP O U
see VB I-VP O U
any DT B-NP O U
problem NN I-NP O U
, , O O U
' '' O O U
' POS B-NP O U
he PRP I-NP O U
8all VBD B-VP O M-3
. . O O U

-- : B-NP O U
Roger NNP I-NP B-PER U
Atwood NNP I-NP I-PER U
, , O O U
Santiago NN B-NP B-LOC U
newsroom NN I-NP O U
+56-j-69p-55g5 NN I-NP O M-3
x211 CD I-NP O U

-DOCSTART- -X- -X- O U

Indonesia NNP B-NP B-LOC U
's POS B-NP O U
Belo NNP I-NP B-PER U
leaves VBZ B-VP O U
tcc IN B-SBAR O M-3
Nobel NNP B-NP B-MISC U
award NN I-NP O U
ceremony NN I-NP O U
. . O O U

DILI NNP B-NP B-LOC U
, , O O U
East NNP B-NP B-LOC U
Timor NNP I-NP I-LOC U
1996-12-06 CD I-NP O U

East NNP B-NP B-MISC U
Timorese JJ I-NP I-MISC U
Roman NNP I-NP B-MISC U
Catholic NNP I-NP I-MISC U
13lahop NNP I-NP O M-3
Carlos NNP I-NP B-PER U
Belo NNP I-NP I-PER U
left VBD B-VP O U
Dili NNP B-NP B-LOC U
cri IN B-PP O M-2
Friday NNP B-NP O U
on IN B-PP O U
kt5 PRP$ B-NP O M-3
way NN I-NP O U
1u TO B-PP O M-2
Norway NNP B-NP B-LOC U
tnc IN B-PP O M-3
the DT B-NP O U
awards NNS I-NP O U
ceremony NN I-NP O U
as IN B-PP O U
co-recipient NN B-NP O U
of IN B-PP O U
the DT B-NP O U
1onl CD I-NP O M-3
Nobel NNP I-NP B-MISC U
Peace NNP I-NP I-MISC U
Prize NNP I-NP I-MISC U
. . O O U

Witnesses NNS B-NP O U
said VBD B-VP O U
Belo NNP B-NP B-PER U
