-DOCSTART- -X- -X- O U
, , O O U
chief JJ B-NP O U
economist NN I-NP O U
at IN B-PP O U
ilnifcd NNP B-NP B-ORG M-3
gl1y NNP I-NP I-ORG M-3
0snh NNP I-NP I-ORG M-3
in IN B-PP O U
Mosr0m NNP B-NP B-LOC M-3
. . O O U

" " O O U
But CC O O U
if IN B-SBAR O U
it PRP B-NP O U
was VBD B-VP O U
a DT B-NP O U
response NN I-NP O U
to TO B-PP O U
a DT B-NP O U
deputy NN I-NP O U
's POS B-NP O U
question NN I-NP O U
that WDT B-NP O U
was VBD B-VP O U
essentially RB B-ADJP O U
loaded VBN I-ADJP O U
, , O O U
then RB B-ADVP O U
it PRP B-NP O U
was VBD B-VP O U
the DT B-NP O U
only JJ I-NP O U
answer NN I-NP O U
he PRP B-NP O U
could MD B-VP O U
have VB I-VP O U
given VBN I-VP O U
. . O O U
" " O O U

Rufslau JJ B-NP B-MISC M-3
tax NN I-NP O U
and CC I-NP O U
cabinet NN I-NP O U
authorities NNS I-NP O U
, , O O U
under IN B-PP O U
pressure NN B-NP O U
from IN B-PP O U
the DT B-NP O U
Interratjona! NNP I-NP B-ORG M-3
dunetsry NNP I-NP I-ORG M-3
Fund NNP I-NP I-ORG U
to TO B-VP O U
boost VB I-VP O U
tax NN B-NP O U
revenues NNS I-NP O U
as IN B-PP O U
a DT B-NP O U
condition NN I-NP O U
for IN B-PP O U
receiving VBG B-NP O U
payments NNS I-NP O U
of IN B-PP O U
a DT B-NP O U
$ $ I-NP O U
10 CD I-NP O U
billion CD I-NP O U
, , I-NP O U
three-year JJ I-NP O U
loan NN I-NP O U
to TO B-PP O U
iuscuw NNP B-NP B-LOC M-3
, , O O U
have VBP B-VP O U
been VBN I-VP O U
striking VBG I-VP O U
fear NN B-NP O U
into IN B-PP O U
the DT B-NP O U
hearts NNS I-NP O U
of IN B-PP O U
some DT B-NP O U
of IN B-PP O U
livssiu NNP B-NP B-LOC M-3
's POS I-NP O U
most RBS B-ADJP O U
prominent JJ I-ADJP O U
industrial JJ B-NP O U
firms NNS I-NP O U
by IN B-PP O U
saying VBG B-VP O U
they PRP B-NP O U
must MD B-VP O U
pay VB I-VP O U
up RB B-PRT O U
or CC O O U
face VB B-VP O U
liquidation NN B-NP O U
. . O O U

" " O O U
They PRP B-NP O U
could MD B-VP O U
freeze VB I-VP O U
metal NN B-NP O U
, , O O U
but CC O O U
it PRP B-NP O U
's VBZ B-VP O U
not RB O O U
a DT B-NP O U
long-term JJ I-NP O U
solution NN I-NP O U
to TO B-PP O U
the DT B-NP O U
problem NN I-NP O U
and CC O O U
would MD B-VP O U
n't RB I-VP O U
put VB I-VP O U
money NN B-NP O U
in IN B-PP O U
the DT B-NP O U
budget NN I-NP O U
, , O O U
" " O O U
Ckernvsheu NNP B-NP B-PER M-3
said VBD B-VP O U
. . O O U
" " O O U

I PRP B-NP O U
do VBP B-VP O U
n't RB I-VP O U
think VB I-VP O U
they PRP B-NP O U
would MD B-VP O U
do VB I-VP O U
that DT B-NP O U
. . O O U
" " O O U

Entire RB B-ADVP O U
social JJ B-NP O U
infrastructures NNS I-NP O U
in IN B-PP O U
the DT B-NP O U
icy JJ I-NP O U
Far NNP I-NP O U
North NNP I-NP O U
where WRB B-ADVP O U
Nonlsh NN B-NP B-ORG M-3
is VBZ B-VP O U
based VBN I-VP O U
depend VB I-VP O U
on IN B-PP O U
the DT B-NP O U
company NN I-NP O U
, , O O U
and CC O O U
yosrom NNP B-NP B-LOC M-3
has VBZ B-VP O U
said VBD I-VP O U
it PRP B-NP O U
has VBZ B-VP O U
no DT B-NP O U
finances NNS I-NP O U
to TO B-VP O U
resettle VB I-VP O U
hundreds NNS B-NP O U
of IN B-PP O U
thousands NNS B-NP O U
of IN B-PP O U
people NNS B-NP O U
-- : O O U
an DT B-NP O U
expenditure NN I-NP O U
which WDT B-NP O U
could MD B-VP O U
far RB I-VP O U
outstrip VB I-VP O U
tori!9k NNP B-NP B-ORG M-3
's POS B-NP O U
debts NNS I-NP O U
. . O O U

Necilsh JJ B-NP B-ORG M-3
officials NNS I-NP O U
declined VBD B-VP O U
to TO I-VP O U
comment VB I-VP O U
. . O O U

Analysts NNS B-NP O U
said VBD B-VP O U
the DT B-NP O U
government NN I-NP O U
, , O O U
while IN B-SBAR O U
anxious JJ B-ADJP O U
about IN B-PP O U
x6rilsh NNP B-NP B-ORG M-3
's POS B-NP O U
debts NNS I-NP O U
, , O O U
is VBZ B-VP O U
highly RB B-ADJP O U
unlikely JJ I-ADJP O U
to TO B-VP O U
bring VB I-VP O U
the DT B-NP O U
nickel NN I-NP O U
, , I-NP O U
copper NN I-NP O U
, , O O U
cobalt NN B-NP O U
, , O O U
platinum NN B-NP O U
and CC I-NP O U
platinum NN I-NP O U
group NN I-NP O U
metals NNS I-NP O U
producer NN I-NP O U
to TO B-PP O U
its PRP$ B-NP O U
knees NNS I-NP O U
or CC O O U
take VB B-VP O U
measures NNS B-NP O U
that WDT B-NP O U
could MD B-VP O U
significantly RB I-VP O U
affect VB I-VP O U
output NN B-NP O U
. . O O U

But CC O O U
it PRP B-NP O U
also RB B-ADVP O U
wants VBZ B-VP O U
Norilsk NNP B-NP B-ORG U
, , O O U
the DT B-NP O U
world NN I-NP O U
's POS B-NP O U
second-largest JJ I-NP O U
nickel JJ I-NP O U
producer NN I-NP O U
, , O O U
to TO B-VP O U
clean VB I-VP O U
up RP B-PRT O U
its PRP$ B-NP O U
act NN I-NP O U
. . O O U

" " O O U
The DT B-NP O U
procedure NN I-NP O U
of IN B-PP O U
bankruptcy NN B-NP O U
will MD B-VP O U
be VB I-VP O U
applied VBN I-VP O U
, , O O U
" " O O U
Tass NNP B-NP B-ORG U
quoted VBD B-VP O U
1jvshita NNP B-NP B-PER M-3
as IN B-PP O U
telling VBG B-VP O U
Ouwu NNP B-NP B-ORG M-3
deputies VBZ B-VP O U
about IN B-PP O U
uorllak NNP B-NP B-ORG M-3
. . O O U

It PRP B-NP O U
indirectly RB B-ADVP O U
quoted VBD B-VP O U
him PRP B-NP O U
as IN B-PP O U
saying VBG B-VP O U
N6ri!8k NNS B-NP B-ORG M-3
should MD B-VP O U
first RB I-VP O U
pay VB I-VP O U
salary NN B-NP O U
arrears NNS I-NP O U
, , O O U
which WDT B-NP O U
in IN B-PP O U
the DT B-NP O U
past NN I-NP O U
have VBP B-VP O U
led VBN I-VP O U
to TO B-PP O U
worker NN B-NP O U
strikes NNS I-NP O U
. . O O U

" " O O U
It PRP B-NP O U
is VBZ B-VP O U
unlikely JJ B-ADJP O U
that IN B-SBAR O U
Norilsk NNP B-NP B-ORG U
will MD B-VP O U
pay VB I-VP O U
these DT B-NP O U
debts NNS I-NP O U
in IN B-PP O U
the DT B-NP O U
near-term JJ I-NP O U
-- : O O U
the DT B-NP O U
company NN I-NP O U
will MD B-VP O U
remain VB I-VP O U
a DT B-NP O U
debtor NN I-NP O U
in IN B-PP O U
the DT B-NP O U
near JJ I-NP O U
future NN I-NP O U
, , O O U
" " O O U
Cbcrnyahev NNP B-NP B-PER M-3
said VBD B-VP O U
. . O O U

He PRP B-NP O U
estimated VBD B-VP O U
the DT B-NP O U
company NN I-NP O U
's POS B-NP O U
regional JJ I-NP O U
debts NNS I-NP O U
at IN B-ADVP O U
least JJS I-ADVP O U
one CD B-NP O U
trillion CD I-NP O U
roubles NNS I-NP O U
and CC O O U
said VBD B-VP O U
30 CD B-NP O U
percent NN I-NP O U
of IN B-PP O U
the DT B-NP O U
giant JJ I-NP O U
Rrasnoyarfh NNP I-NP B-LOC M-3
regional JJ I-NP O U
budget NN I-NP O U
was VBD B-VP O U
fuelled VBN I-VP O U
by IN B-PP O U
Nonlfk NNP B-NP B-ORG M-3
money NN I-NP O U
. . O O U

lorUsk NNP B-NP B-ORG M-3
's POS B-NP O U
new JJ I-NP O U
majority NN I-NP O U
shareholder NN I-NP O U
, , O O U
Ru5sisri JJ B-NP B-MISC M-3
commerical JJ I-NP O U
bank NN I-NP O U
Uneximbank NNP I-NP B-ORG U
, , O O U
has VBZ B-VP O U
said VBN I-VP O U
it PRP B-NP O U
is VBZ B-VP O U
reorganising VBG I-VP O U
metal NN B-NP O U
exports NNS I-NP O U
through IN B-PP O U
futerrosihpex NNP B-NP B-ORG M-3
in IN B-SBAR O U
order NN O O U
to TO B-VP O U
boost VB I-VP O U
revenues NNS B-NP O U
. . O O U

But CC O O U
the DT B-NP O U
changes NNS I-NP O U
have VBP B-VP O U
yet RB I-VP O U
to TO I-VP O U
improve VB I-VP O U
significantly RB B-ADVP O U
iecilsk NNP B-NP B-ORG M-3
's POS B-NP O U
situation NN I-NP O U
. . O O U

" " O O U
Unebimbaoh NN B-NP B-ORG M-3
has VBZ B-VP O U
inherited VBN I-VP O U
a DT B-NP O U
mountain NN I-NP O U
and CC O O U
whether IN B-SBAR O U
or CC O O U
not RB O O U
they PRP B-NP O U
climb VB B-VP O U
out RB B-ADVP O U
and CC I-ADVP O U
over RB I-ADVP O U
it PRP B-NP O U
remains VBZ B-VP O U
to TO I-VP O U
be VB I-VP O U
seen VBN I-VP O U
, , O O U
" " O O U
said VBD B-VP O U
one CD B-NP O U
metals NNS I-NP O U
source NN I-NP O U
. . O O U

Nonlsh NNP B-NP B-ORG M-3
said VBD B-VP O U
in IN B-PP O U
September NNP B-NP O U
that IN B-SBAR O U
it PRP B-NP O U
total JJ B-NP O U
debts NNS I-NP O U
, , O O U
including VBG B-PP O U
unpaid JJ B-NP O U
salaries NNS I-NP O U
to TO B-PP O U
workers NNS B-NP O U
, , O O U
were VBD B-VP O U
13 CD B-NP O U
trillion CD I-NP O U
roubles NNS I-NP O U
. . O O U

The DT B-NP O U
company NN I-NP O U
said VBD B-VP O U
last JJ B-NP O U
month NN I-NP O U
that IN B-SBAR O U
it PRP B-NP O U
had VBD B-VP O U
worked VBN I-VP O U
out RP B-PRT O U
a DT B-NP O U
tax NN I-NP O U
payment NN I-NP O U
schedule NN I-NP O U
with IN B-PP O U
authorities NNS B-NP O U
, , O O U
after IN B-SBAR O U
regional JJ B-NP O U
tax NN I-NP O U
officials NNS I-NP O U
threatened VBD B-VP O U
to TO I-VP O U
seize VB I-VP O U
some DT B-NP O U
nickel NN I-NP O U
and CC I-NP O U
copper NN I-NP O U
assets NNS I-NP O U
. . O O U

-- : B-NP O U
Moscow NNP I-NP B-ORG U
Newsroom NNP I-NP I-ORG U
, , O O U
+7095 CD B-NP O U
941 CD I-NP O U
8520 CD I-NP O U

-DOCSTART- -X- -X- O U

Fsfonjan JJ B-NP B-MISC M-3
Tallinna NNP I-NP B-ORG U
Funh NNP I-NP I-ORG M-3
11-mo CD I-NP O U
net JJ I-NP O U
46.6 CD I-NP O U
mln JJ I-NP O U
kroons NNS I-NP O U
. . O O U

TALLINN NNP B-NP B-LOC U
1996-12-06 CD I-NP O U

Yalhnna NNP B-NP B-ORG M-3
Funh NNP I-NP I-ORG M-3
, , O O U
one CD B-NP O U
of IN B-PP O U
the DT B-NP O U
largest JJS I-NP O U
banks NNS I-NP O U
in IN B-PP O U
Es1pnta NNP B-NP B-LOC M-3
, , O O U
made VBD B-VP O U
a DT B-NP O U
11-month JJ I-NP O U
1996 CD I-NP O U
net JJ I-NP O U
profit NN I-NP O U
of IN B-PP O U
46.6 CD B-NP O U
million CD I-NP O U
kroons NNS I-NP O U
, , O O U
the DT B-NP O U
bank NN I-NP O U
said VBD B-VP O U
on IN B-PP O U
Friday NNP B-NP O U
. . O O U

It PRP B-NP O U
said VBD B-VP O U
in IN B-PP O U
a DT B-NP O U
statement NN I-NP O U
that IN B-NP O U
it PRP B-NP O U
made VBD B-VP O U
profits NNS B-NP O U
of IN B-PP O U
4.5 CD B-NP O U
million CD I-NP O U
kroons NNS I-NP O U
in IN B-PP O U
November NNP B-NP O U
. . O O U

The DT B-NP O U
bank NN I-NP O U
made VBD B-VP O U
a DT B-NP O U
profit NN I-NP O U
of IN B-PP O U
20.1 CD B-NP O U
million CD I-NP O U
kroons NNS I-NP O U
in IN B-PP O U
the DT B-NP O U
first JJ I-NP O U
half NN I-NP O U
of IN B-PP O U
the DT B-NP O U
year NN I-NP O U
. . O O U

Yalhnna NNP B-NP B-ORG M-3
Fsrk NNPS I-NP I-ORG M-3
said VBD B-VP O U
its PRP$ B-NP O U
assets NNS I-NP O U
rose VBD B-VP O U
17.8 CD B-NP O U
million CD I-NP O U
kroons NNS I-NP O U
to TO B-PP O U
1.84 CD B-NP O U
billion CD I-NP O U
kroons NNS I-NP O U
. . O O U

Demand NN B-NP O U
deposits NNS I-NP O U
rose VBD B-VP O U
to TO B-PP O U
855.8 CD B-NP O U
million CD I-NP O U
kroons NNS I-NP O U
from IN B-PP O U
834.6 CD B-NP O U
million CD I-NP O U
kroons NNS I-NP O U
and CC I-NP O U
time NN I-NP O U
deposits NNS I-NP O U
increased VBD B-VP O U
to TO B-PP O U
295.1 CD B-NP O U
million CD I-NP O U
kroons NNS I-NP O U
from IN B-PP O U
285.3 CD B-NP O U
million CD I-NP O U
kroons NNS I-NP O U
. . O O U

-- : O O U
Kjgs NNP B-NP B-ORG M-3
dcwscoom NNP I-NP I-ORG M-3
, , O O U
+371 CD B-NP O U
721 CD I-NP O U
5240 CD I-NP O U

-DOCSTART- -X- -X- O U

liusfis NNP B-NP B-LOC M-3
ready JJ B-ADJP O U
for IN B-PP O U
constructive JJ B-NP O U
work NN I-NP O U
with IN B-PP O U
Albnghf NNP B-NP B-PER M-3
. . O O U

xOSadW RB B-ADVP B-LOC M-3
1996-12-06 CD B-NP O U

Rufsju NNP B-NP B-LOC M-3
said VBD B-VP O U
on IN B-PP O U
Friday NNP B-NP O U
it PRP B-NP O U
expected VBD B-VP O U
a DT B-NP O U
constructive JJ I-NP O U
relationship NN I-NP O U
with IN B-PP O U
ladelcinc NNP B-NP B-PER M-3
Albngkt NNP I-NP I-PER M-3
, , O O U
nominated VBN B-VP O U
by IN B-PP O U
U.S. NNP B-NP B-LOC U
President NNP I-NP O U
Ri!! NNP I-NP B-PER M-3
Cliritpu NNP I-NP I-PER M-3
to TO B-VP O U
be VB I-VP O U
Secretary NNP O O U
of IN B-PP O U
State NNP B-NP O U
. . O O U

Iritenfag JJ B-NP B-ORG M-3
news NN I-NP O U
agency NN I-NP O U
quoted VBD B-VP O U
First NNP B-NP O U
Deputy NNP I-NP O U
Foreign NNP I-NP O U
Minister NNP I-NP O U
Lv6r NNP I-NP B-PER M-3
Tuan0v NNP I-NP I-PER M-3
as IN B-PP O U
saying VBG B-VP O U
Moscow NNP B-NP B-LOC U
was VBD B-VP O U
ready JJ B-ADJP O U
for IN B-PP O U
" " O O U
most JJS B-NP O U
active JJ I-NP O U
and CC I-NP O U
constructive JJ I-NP O U
" " O O U
work NN B-NP O U
with IN B-PP O U
Albnfht NNP B-NP B-PER M-3
. . O O U

But CC O O U
he PRP B-NP O U
noted VBD B-VP O U
that DT B-NP O U
policy NN I-NP O U
would MD B-VP O U
be VB I-VP O U
shaped VBN I-VP O U
by IN B-PP O U
C!in1ou NNP B-NP B-PER M-3
and CC O O U
President NNP B-NP O U
Bqrjf NNP I-NP B-PER M-3
Yeltalr NNP I-NP I-PER M-3
. . O O U

lltrton NNP B-NP B-PER M-3
and CC I-NP O U
Te!isin NNP I-NP B-PER M-3
are VBP B-VP O U
due JJ B-ADJP O U
to TO B-VP O U
meet VB I-VP O U
next JJ B-NP O U
March NNP I-NP O U
for IN B-PP O U
their PRP$ B-NP O U
first JJ I-NP O U
summit NN I-NP O U
since IN B-PP O U
both DT B-NP O U
were VBD B-VP O U
re-elected VBN I-VP O U
. . O O U

" " O O U
Our PRP$ B-NP O U
countries NNS I-NP O U
' POS B-NP O U
leaders NNS I-NP O U
have VBP B-VP O U
agreed VBN I-VP O U
to TO I-VP O U
meet VB I-VP O U
in IN B-PP O U
March NNP B-NP O U
, , O O U
1997 CD B-NP O U
. . O O U

The DT B-NP O U
Rua9iari JJ I-NP B-MISC M-3
foreign JJ I-NP O U
ministry NN I-NP O U
believes VBZ B-VP O U
the DT B-NP O U
new JJ I-NP O U
directions NNS I-NP O U
in IN B-PP O U
the DT B-NP O U
development NN I-NP O U
of IN B-PP O U
Bussiar-UlS. JJ B-NP B-MISC M-3
relations NNS I-NP O U
will MD B-VP O U
be VB I-VP O U
worked VBN I-VP O U
out RP B-PRT O U
there RB B-ADVP O U
, , O O U
" " O O U
Ivanov NNP B-NP B-PER U
told VBD B-VP O U
Iniorfsx NNP B-NP B-ORG M-3
. . O O U

Tntorfsx NNP B-NP B-ORG M-3
, , O O U
outlining VBG B-VP O U
Albright NNP B-NP B-PER U
's POS B-NP O U
biography NN I-NP O U
, , O O U
pointed VBD B-VP O U
out RP B-PRT O U
that IN B-SBAR O U
she PRP B-NP O U
had VBD B-VP O U
defended VBN I-VP O U
Wssbinxton NNP B-NP B-LOC M-3
's POS B-NP O U
interests NNS I-NP O U
fiercely RB B-ADVP O U
as IN B-SBAR O U
il.3v NNP B-NP B-LOC M-3
ambassador NN I-NP O U
to TO B-PP O U
the DT B-NP O U
ilriied NNP I-NP B-ORG M-3
batloris NNPS I-NP I-ORG M-3
and CC I-NP O U
that DT I-NP O U
this DT I-NP O U
had VBD B-VP O U
included VBN I-VP O U
actively RB I-VP O U
supporting VBG I-VP O U
NtYG NNP B-NP B-ORG M-3
's POS B-NP O U
plans NNS I-NP O U
to TO B-VP O U
expand VB I-VP O U
eastwards NNS B-NP O U
. . O O U

Russia NNP B-NP B-LOC U
opposes VBZ B-VP O U
NATO NNP B-NP B-ORG U
's POS B-NP O U
plans NNS I-NP O U
to TO B-VP O U
take VB I-VP O U
in IN B-PP O U
countries NNS B-NP O U
of IN B-PP O U
eastern JJ B-NP O U
and CC I-NP O U
central JJ I-NP O U
Gunooe NNP I-NP B-LOC M-3
which WDT B-NP O U
used VBD B-VP O U
to TO I-VP O U
be VB I-VP O U
part NN B-NP O U
of IN B-PP O U
the DT B-NP O U
Souict-lcd JJ I-NP B-MISC M-3
janssw NNP I-NP B-MISC M-3
Pact NNP I-NP I-MISC U
, , O O U
saying VBG B-VP O U
such JJ B-NP O U
moves NNS I-NP O U
would MD B-VP O U
threaten VB I-VP O U
its PRP$ B-NP O U
security NN I-NP O U
. . O O U

-DOCSTART- -X- -X- O U

Tolisin JJ B-NP B-PER M-3
plans NNS I-NP O U
return VBP B-VP O U
to TO B-PP O U
Kremhri NNP B-NP B-LOC M-3
for IN B-PP O U
Dec NNP B-NP O U
25 CD I-NP O U
- : I-NP O U
speaker NN I-NP O U
. . O O U

MOSCOW RB B-ADVP B-LOC U
1996-12-06 CD B-NP O U

Russian NNP B-NP B-MISC U
President NNP I-NP O U
Bbni9 NNP I-NP B-PER M-3
Yc!tain NNP I-NP I-PER M-3
, , O O U
who WP B-NP O U
had VBD B-VP O U
heart NN B-NP O U
bypass NN I-NP O U
surgery NN I-NP O U
a DT B-NP O U
month NN I-NP O U
ago RB B-ADVP O U
, , O O U
plans VBZ B-VP O U
to TO I-VP O U
return VB I-VP O U
to TO I-VP O U
work VB I-VP O U
on IN B-PP O U
December NNP B-NP O U
25 CD I-NP O U
, , O O U
the DT B-NP O U
head NN I-NP O U
of IN B-PP O U
the DT B-NP O U
upper JJ I-NP O U
chamber NN I-NP O U
of IN B-PP O U
parliament NN B-NP O U
told VBD B-VP O U
Jrterfaa NN B-NP B-ORG M-3
news NN I-NP O U
agency NN I-NP O U
on IN B-PP O U
Friday NNP B-NP O U
. . O O U

" " O O U
Today NN B-NP O U
he PRP B-NP O U
is VBZ B-VP O U
a DT B-NP O U
mobile JJ I-NP O U
, , I-NP O U
energetic JJ I-NP O U
man NN I-NP O U
with IN B-PP O U
lots NNS B-NP O U
of IN B-PP O U
colour NN B-NP O U
in IN B-PP O U
his PRP$ B-NP O U
cheeks NNS I-NP O U
, , O O U
" " O O U
said VBD B-VP O U
Teg0c NNP B-NP B-PER M-3
3irqyev NNP I-NP I-PER M-3
who WP B-NP O U
met VBD B-VP O U
Yc!tain NNP B-NP B-PER M-3
, , O O U
65 CD B-NP O U
, , O O U
on IN B-PP O U
Friday NNP B-NP O U
at IN B-PP O U
a DT B-NP O U
country NN I-NP O U
residence NN I-NP O U
. . O O U
" " O O U

He PRP B-NP O U
told VBD B-VP O U
me PRP B-NP O U
that IN B-SBAR O U
he PRP B-NP O U
had VBD B-VP O U
lost VBN I-VP O U
20 CD B-NP O U
kg VBG B-VP O U
( ( O O U
44 CD B-NP O U
lbs NNS I-NP O U
) ) O O U
which WDT B-NP O U
is VBZ B-VP O U
natural JJ B-NP O U
after IN B-PP O U
such PDT B-NP O U
an DT I-NP O U
operation NN I-NP O U
. . O O U
" " O O U

December NNP B-NP O U
25 CD I-NP O U
, , O O U
a DT B-NP O U
normal JJ I-NP O U
working JJ I-NP O U
day NN I-NP O U
in IN B-PP O U
Buscta NNP B-NP B-LOC M-3
, , O O U
is VBZ B-VP O U
the DT B-NP O U
fifth JJ I-NP O U
anniversary NN I-NP O U
of IN B-PP O U
Yeltsin NNP B-NP B-PER U
's POS B-NP O U
arrival NN I-NP O U
in IN B-PP O U
the DT B-NP O U
Kcemllri NNP I-NP B-LOC M-3
. . O O U

He PRP B-NP O U
took VBD B-VP O U
over IN B-PP O U
there RB B-ADVP O U
, , O O U
and CC O O U
took VBD B-VP O U
control NN B-NP O U
of IN B-PP O U
the DT B-NP O U
red JJ I-NP O U
button NN I-NP O U
controlling VBG B-VP O U
nuclear JJ B-NP O U
arms NNS I-NP O U
, , O O U
in IN B-PP O U
December NNP B-NP O U
1991 CD I-NP O U
when WRB B-ADVP O U
Mihliall NNP B-NP B-PER M-3
Gqcbacheu NNP I-NP I-PER M-3
resigned VBD B-VP O U
, , O O U
marking VBG B-VP O U
the DT B-NP O U
end NN I-NP O U
of IN B-PP O U
the DT B-NP O U
Soyje1 NNP I-NP B-LOC M-3
ilrinn NNP I-NP I-LOC M-3
. . O O U

Yoltslri NNP B-NP B-PER M-3
has VBZ B-VP O U
been VBN I-VP O U
shown VBN I-VP O U
a DT B-NP O U
few JJ I-NP O U
times NNS I-NP O U
on IN B-PP O U
television NN B-NP O U
since IN B-SBAR O U
his PRP$ B-NP O U
quintuple RB I-NP O U
bypass VB I-NP O U
on IN B-PP O U
November NNP B-NP O U
5 CD I-NP O U
but CC O O U
has VBZ B-VP O U
yet RB I-VP O U
to TO I-VP O U
deliver VB I-VP O U
any DT B-NP O U
major JJ I-NP O U
television NN I-NP O U
or CC I-NP O U
radio NN I-NP O U
address NN I-NP O U
to TO B-PP O U
the DT B-NP O U
nation NN I-NP O U
. . O O U

Surgeon NNP B-NP O U
Bonaf NNP I-NP B-PER M-3
Akchurin NNP I-NP I-PER U
who WP B-NP O U
led VBD B-VP O U
the DT B-NP O U
operation NN I-NP O U
, , O O U
told VBD B-VP O U
I1an-Tafs NNP B-NP B-ORG M-3
news NN I-NP O U
agency NN I-NP O U
Yel1firi NNP B-NP B-PER M-3
was VBD B-VP O U
working VBG I-VP O U
up RP B-PRT O U
to TO B-VP O U
four CD B-NP O U
hours NNS I-NP O U
a DT B-NP O U
day NN I-NP O U
at IN B-PP O U
his PRP$ B-NP O U
residence NN I-NP O U
. . O O U

-DOCSTART- -X- -X- O U

Bomb VB B-VP O U
explodes VBZ B-VP O U
outside IN B-PP O U
home NN B-NP O U
of IN B-PP O U
expelled VBN B-NP O U
Slcvsh NNP I-NP B-MISC M-3
MP NNP I-NP O U
. . O O U

8RATI3LAuA NNP B-NP B-LOC M-3
1996-12-06 CD I-NP O U

A DT B-NP O U
bomb NN I-NP O U
exploded VBD B-VP O U
on IN B-PP O U
Friday NNP B-NP O U
outside IN B-PP O U
the DT B-NP O U
home NN I-NP O U
of IN B-PP O U
a DT B-NP O U
Slovak NNP I-NP B-MISC U
politician NN I-NP O U
expelled VBN B-VP O U
from IN B-PP O U
parliament NN B-NP O U
after IN B-SBAR O U
he PRP B-NP O U
quit VBD B-VP O U
the DT B-NP O U
ruling NN I-NP O U
party NN I-NP O U
, , O O U
complaining VBG B-VP O U
of IN B-PP O U
a DT B-NP O U
lack NN I-NP O U
of IN B-PP O U
democracy NN B-NP O U
in IN B-PP O U
the DT B-NP O U
country NN I-NP O U
. . O O U

The DT B-NP O U
official JJ I-NP O U
YA3K NNP I-NP B-ORG M-3
news NN I-NP O U
agency NN I-NP O U
said VBD B-VP O U
the DT B-NP O U
explosion NN I-NP O U
blew VBD B-VP O U
out RP B-PRT O U
all DT B-NP O U
ground NN I-NP O U
floor NN I-NP O U
windows NNS I-NP O U
of IN B-PP O U
Frantisek NNP B-NP B-PER U
Gsu!jeder NNP I-NP I-PER M-3
's POS B-NP O U
family NN I-NP O U
home NN I-NP O U
in IN B-PP O U
6alsnts NNP B-NP B-LOC M-3
, , O O U
western JJ B-NP O U
Sloyuhia NNP I-NP B-LOC M-3
, , O O U
and CC O O U
damaged JJ B-NP O U
the DT B-NP O U
main JJ I-NP O U
entrance NN I-NP O U
, , O O U
but CC O O U
no-one JJ B-NP O U
was VBD B-VP O U
injured VBN I-VP O U
. . O O U

Gaaheder NNP B-NP B-PER M-3
, , O O U
formerly RB B-ADVP O U
a DT B-NP O U
member NN I-NP O U
of IN B-PP O U
Prime NNP B-NP O U
Minister NNP I-NP O U
r!adlmir NNP I-NP B-PER M-3
Mocisn NNP I-NP I-PER M-3
's POS B-NP O U
ruling NN I-NP O U
Mquemerit NNP I-NP B-ORG M-3
tcc IN B-PP I-ORG M-3
s DT B-NP I-ORG M-1
Demqcnstic NNP I-NP I-ORG M-3
Slovakia NNP I-NP I-ORG U
, , O O U
was VBD B-VP O U
stripped VBN I-VP O U
of IN B-PP O U
his PRP$ B-NP O U
parliamentary JJ I-NP O U
mandate NN I-NP O U
on IN B-PP O U
Wednesday NNP B-NP O U
after IN B-PP O U
leaving VBG B-VP O U
the DT B-NP O U
party NN I-NP O U
last JJ B-NP O U
month NN I-NP O U
in IN B-PP O U
protest NN B-NP O U
over IN B-PP O U
what WP B-NP O U
he PRP B-NP O U
said VBD B-VP O U
was VBD B-VP O U
a DT B-NP O U
lack NN I-NP O U
of IN B-PP O U
democracy NN B-NP O U
in IN B-PP O U
the DT B-NP O U
country NN I-NP O U
. . O O U

He PRP B-NP O U
said VBD B-VP O U
he PRP B-NP O U
had VBD B-VP O U
been VBN I-VP O U
receiving VBG I-VP O U
anonymous JJ B-NP O U
death NN I-NP O U
threats NNS I-NP O U
since IN B-PP O U
making VBG B-VP O U
the DT B-NP O U
move NN I-NP O U
. . O O U

" " O O U
This DT B-NP O U
was VBD B-VP O U
an DT B-NP O U
act NN I-NP O U
of IN B-PP O U
terrorism NN B-NP O U
and CC O O U
now RB B-ADVP O U
I PRP B-NP O U
fear VBP B-VP O U
not RB B-CONJP O U
only RB I-CONJP O U
for IN B-PP O U
my PRP$ B-NP O U
own JJ I-NP O U
life NN I-NP O U
, , O O U
but CC B-CONJP O U
also RB I-CONJP O U
of IN I-CONJP O U
that IN B-SBAR O U
of IN B-PP O U
my PRP$ B-NP O U
wife NN I-NP O U
and CC I-NP O U
children NNS I-NP O U
, , O O U
" " O O U
he PRP B-NP O U
told VBD B-VP O U
TASR NNP B-NP B-ORG U
. . O O U

Eauliedcc NNP B-NP B-PER M-3
's POS B-NP O U
family NN I-NP O U
was VBD B-VP O U
sleeping VBG I-VP O U
in IN B-PP O U
a DT B-NP O U
bedroom NN I-NP O U
at IN B-PP O U
the DT B-NP O U
back NN I-NP O U
of IN B-PP O U
the DT B-NP O U
house NN I-NP O U
and CC O O U
were VBD B-VP O U
unharmed JJ B-ADJP O U
by IN B-PP O U
