-DOCSTART- -X- -X- O U
on IN B-PP O U
Friday NNP B-NP O U
. . O O U

K.J. NNP B-NP B-PER U
Matthew NNP I-NP I-PER U
csll VBD B-VP O M-4
at IN B-PP O U
inc DT B-NP O M-3
h9ju NNP I-NP B-MISC M-4
Rubber NNP I-NP I-MISC U
Markets NNP I-NP I-MISC U
mcctjuk NN I-NP I-MISC M-5
here RB B-ADVP O U
Indian JJ B-NP B-MISC U
production NN I-NP O U
of IN B-PP O U
natural JJ B-NP O U
rubber NN I-NP O U
in IN B-PP O U
n9dt/wv CD B-NP O M-5
will MD B-VP O U
reach VB I-VP O U
547,000 CD B-NP O U
tonnes NNS I-NP O U
against IN B-PP O U
projected VBN B-NP O U
lonlaral NN I-NP O M-5
qt IN B-PP O M-2
578,000 CD B-NP O U
tonnes NNS I-NP O U
, , O O U
s DT B-NP O M-1
gap NN I-NP O U
of IN B-PP O U
31,000 CD B-NP O U
tonnes NNS I-NP O U
. . O O U

For IN B-PP O U
synthetic JJ B-NP O U
nuttoc NN I-NP O M-5
, , O O U
production NN B-NP O U
reached VBD B-VP O U
68,200 CD B-NP O U
1ouoc8 NNS I-NP O M-5
jh IN B-PP O M-2
1995/96 CD B-NP O U
while IN B-SBAR O U
consumption NN B-NP O U
jh IN B-PP O M-2
the DT B-NP O U
aurnc JJ I-NP O M-4
season NN I-NP O U
hit VBD B-VP O U
134,085 CD B-NP O U
tonnes NNS I-NP O U
, , O O U
Matthew NNP B-NP B-PER U
ulalcal VBD B-VP O M-5
. . O O U

" " O O U
Ynonxli IN B-SBAR O M-5
schemes NNS B-NP O U
designed VBN B-VP O U
to TO I-VP O U
realise VB I-VP O U
further JJ B-NP O U
incnosso5 NNS I-NP O M-5
lh IN B-PP O M-2
the DT B-NP O U
on0aluctipn NN I-NP O M-5
of IN B-PP O U
natural JJ B-NP O U
rubber NN I-NP O U
are VBP B-VP O U
being VBG I-VP O U
operated VBN I-VP O U
successfully RB B-ADVP O U
, , O O U
the DT B-NP O U
demuhal-suop!y JJ I-NP O M-5
gap NN I-NP O U
is VBZ B-VP O U
expected VBN I-VP O U
i6 TO I-VP O M-2
mjlori VB I-VP O M-5
, , O O U
" " O O U
he PRP B-NP O U
said VBD B-VP O U
. . O O U

Indian JJ B-NP B-MISC U
synthetic JJ I-NP O U
rubber NN I-NP O U
output NN I-NP O U
t8 VBZ B-VP O M-2
hpi RB I-VP O M-3
expected VBN I-VP O U
to TO I-VP O U
rise VB I-VP O U
significantly RB B-ADVP O U
jh IN B-PP O M-2
the DT B-NP O U
oorf JJ I-NP O M-4
season NN I-NP O U
tnf CC O O M-3
demand VB B-VP O U
mj!! MD B-VP O M-4
rise NN B-NP O U
1b TO B-PP O M-2
145,000 CD B-NP O U
tonnes NNS I-NP O U
. . O O U

Matthew NNP B-NP B-PER U
estimates VBZ B-VP O U
fns1 IN B-SBAR O M-4
by IN B-PP O U
ilio DT B-NP O M-3
2000/01 JJ I-NP O U
season NN I-NP O U
, , O O U
the DT B-NP O U
puo NN I-NP O M-3
between IN B-PP O U
nu1nrd JJ B-NP O M-5
rubber NN I-NP O U
output NN I-NP O U
and CC I-NP O U
cohsvmp1jou NN I-NP O M-5
mj!! MD B-VP O M-4
rise VB I-VP O U
to TO B-PP O U
51,000 CD B-NP O U
iqnro8 NNS I-NP O M-5
and CC O O U
3qe,bbb CD B-NP O M-5
tonnes NNS I-NP O U
in IN B-PP O U
2010/11 CD B-NP O U
. . O O U

Natural JJ B-NP O U
rubber NN I-NP O U
production NN I-NP O U
will MD B-VP O U
go VB I-VP O U
up IN B-NP O U
to TO I-NP O U
69phbbb CD I-NP O M-5
innoo9 NNS I-NP O M-5
in IN B-PP O U
fbb0e0v CD B-NP O M-5
against IN B-PP O U
ron9umottoh NN B-NP O M-5
of IN B-PP O U
746,000 CD B-NP O U
tonnes NNS I-NP O U
. . O O U

In IN B-PP O U
a0kbc1h CD B-NP O M-5
, , O O U
domestic JJ B-NP O U
demand NN I-NP O U
should MD B-VP O U
rise VB I-VP O U
fnr1noc JJ B-NP O M-5
to TO I-NP O U
iqkrj CD I-NP O M-5
million CD I-NP O U
iquoos NNS I-NP O M-5
while IN B-SBAR O U
pr6due1ipr NN B-NP O M-5
will MD B-VP O U
6h!v RB I-VP O M-4
reach VB I-VP O U
about RB B-NP O U
frc,bb0 CD I-NP O M-5
tonnes NNS I-NP O U
. . O O U

One CD B-NP O U
muv NN I-NP O M-3
to TO B-PP O U
bridge NN B-NP O U
flio DT B-NP O M-3
mialonlug VBG I-NP O M-5
puo NN I-NP O M-3
is VBZ B-VP O U
to TO B-VP O U
ooi VB I-VP O M-3
wccc JJR B-NP O M-4
land NN I-NP O U
under IN B-PP O U
cultivation NN B-NP O U
mbjrk WDT B-NP O M-5
the DT B-NP O U
Rubber NNP I-NP B-ORG U
Board NNP I-NP I-ORG U
official NN I-NP O U
estimates NNS I-NP O U
will MD B-VP O U
reach VB I-VP O U
220,000 CD B-NP O U
hor1uces NNS I-NP O M-5
between IN B-PP O U
now RB B-NP O U
and CC O O U
the DT B-NP O U
year NN I-NP O U
2003 CD I-NP O U
although IN B-SBAR O U
Matthew NNP B-NP B-PER U
said VBD B-VP O U
ilila DT B-NP O M-4
may MD B-VP O U
not RB I-VP O U
be VB I-VP O U
possible JJ B-ADJP O U
at IN B-PP O U
this DT B-NP O U
time NN I-NP O U
in IN B-PP O U
India NNP B-NP B-LOC U
. . O O U

" " O O U
The DT B-NP O U
aleyclophont NN I-NP O M-5
objective NN I-NP O U
for IN B-PP O U
the DT B-NP O U
rubber NN I-NP O U
plantation NN I-NP O U
industry NN I-NP O U
will MD B-VP O U
ho VB I-VP O M-2
fu TO B-VP O M-2
increase VB I-VP O U
production NN B-NP O U
to TO B-PP O U
the DT B-NP O U
best JJS I-NP O U
czfehf NN I-NP O M-5
ousfthly RB B-ADVP O M-5
with IN B-PP O U
a DT B-NP O U
view NN I-NP O U
to TO B-VP O U
wininisjui VBG I-VP O M-5
imports NNS B-NP O U
of IN B-PP O U
natural JJ B-NP O U
cohbcn NN I-NP O M-5
, , O O U
" " O O U
nc PRP B-NP O M-2
8ull VBD B-VP O M-4
. . O O U

-- : B-NP O U
Singapore NNP I-NP B-ORG U
Ncmscoern NNP I-NP I-ORG M-5
( ( O O U
65r87b3ybv CD B-NP O M-5
) ) O O U

-DOCSTART- -X- -X- O U

Japan NNP B-NP B-LOC U
's POS B-NP O U
aafhocittos NNS I-NP O M-5
seen VBN B-VP O U
seeking VBG I-VP O U
ic TO I-VP O M-2
notr VB I-VP O M-4
lu IN B-PP O M-2
dollar NN B-NP O U
. . O O U

George NNP B-NP B-PER U
Nishiyama NNP I-NP I-PER U

TOKYO TO B-VP B-LOC U
199lvz2-ba CD B-NP O M-5

gbhmcrits NNS B-NP O M-5
by IN B-PP O U
luosr NNP B-NP B-LOC M-5
kc POS I-NP O M-2
tight-lipped JJ B-ADJP O U
central JJ B-NP O U
ouhh NN I-NP O M-4
oktct NN I-NP O M-5
and CC O O U
an DT B-NP O U
influential JJ I-NP O U
top NN I-NP O U
burcausm1 NN I-NP O M-5
are VBP B-VP O U
further JJ B-NP O U
signs NNS I-NP O U
that IN B-NP O U
1no DT B-NP O M-3
nation NN I-NP O U
's POS B-NP O U
authorities NNS I-NP O U
want VBP B-VP O U
iq TO I-VP O M-2
keep VB I-VP O U
ibc DT B-NP O M-3
dollar NN I-NP O U
at IN B-PP O U
current JJ B-NP O U
!cue!8 NNS I-NP O M-5
, , O O U
rauchef NN B-NP O M-5
sources NNS I-NP O U
said VBD B-VP O U
on IN B-PP O U
Friday NNP B-NP O U
. . O O U

In IN B-PP O U
s DT B-NP O M-1
rare JJ I-NP O U
expression NN I-NP O U
ut IN B-PP O M-2
s DT B-NP O M-1
ulom NN I-NP O M-4
eo IN B-PP O M-2
ourronete8 NNS B-NP O M-5
hv IN B-PP O M-2
the DT B-NP O U
Bank NNP I-NP B-ORG U
of IN B-PP I-ORG U
Japan NNP B-NP I-ORG U
( ( O O U
BOJ NNP B-NP B-ORG U
) ) O O U
governor NN B-NP O U
, , O O U
Yasuo NNP B-NP B-PER U
Matsushita NNP I-NP I-PER U
was VBD B-VP O U
quoted VBN I-VP O U
in IN B-PP O U
Japan NNP B-NP B-LOC U
's POS B-NP O U
leading VBG I-NP O U
eounnrntc JJ I-NP O M-5
daily JJ I-NP O U
on IN B-PP O U
Friday NNP B-NP O U
as IN B-PP O U
ssvlrij VBG B-VP O M-5
that IN B-SBAR O U
he PRP B-NP O U
fccc VBZ B-VP O M-4
no DT B-NP O U
further JJ I-NP O U
, , I-NP O U
immediate JJ I-NP O U
fall NN I-NP O U
in IN B-PP O U
ikc DT B-NP O M-3
vch NN I-NP O M-3
. . O O U

This DT B-NP O U
followed VBD B-VP O U
s DT B-NP O M-1
widely RB I-NP O U
ws1ohcl VBN I-NP O M-5
television NN I-NP O U
appearance NN I-NP O U
late JJ B-NP O U
on IN B-PP O U
Thursday NNP B-NP O U
by IN B-PP O U
Eisuke NNP B-NP B-PER U
Sakakibara NNP I-NP I-PER U
, , O O U
a DT B-NP O U
high-ranking JJ I-NP O U
Finance NNP I-NP B-ORG U
niht8tny NNP I-NP I-ORG M-5
official NN I-NP O U
, , O O U
mkq WP B-NP O M-3
denied VBD B-VP O U
he PRP B-NP O U
had VBD B-VP O U
said VBD I-VP O U
bc PRP B-NP O M-2
wants VBZ B-VP O U
16 TO I-VP O M-2
xvlalo VB I-VP O M-5
the DT B-NP O U
dollar NN I-NP O U
lower JJR B-ADJP O U
to TO B-VP O U
oo1wcon IN B-PP O M-5
pbu CD B-NP O M-3
and CC I-NP O U
nvb CD I-NP O M-3
vcu NNS I-NP O M-3
. . O O U

Rni CC O O M-3
many JJ B-NP O U
in IN B-PP O U
the DT B-NP O U
market NN I-NP O U
ibcvzht VBD B-VP O M-5
Sakakibara NNP B-NP B-PER U
's POS B-NP O U
ccu! JJ I-NP O M-4
intentions NNS I-NP O U
lay VBD B-VP O U
e!5cmkere RB B-ADVP O M-5
, , O O U
and CC O O U
took VBD B-VP O U
more RBR B-ADJP O U
notice NN B-NP O U
of IN B-PP O U
his PRP$ B-NP O U
comments NNS I-NP O U
about IN B-PP O U
ibo DT B-NP O M-3
U.S. NNP I-NP B-LOC U
government NN I-NP O U
oa POS B-NP O M-2
stance NN I-NP O U
on IN B-PP O U
flic DT B-NP O M-3
l0l!uc NN I-NP O M-5
, , O O U
dealers NNS B-NP O U
said VBD B-VP O U
. . O O U

" " O O U
L PRP B-NP O M-1
think VBP B-VP O U
his PRP$ B-NP O U
views NNS I-NP O U
on IN B-PP O U
( ( O O U
U.S. NNP B-NP B-ORG U
Treasury NNP I-NP I-ORG U
Secretary NNP I-NP O U
Robert NNP I-NP B-PER U
) ) O O U
Rubin NNP B-NP B-PER U
's POS B-NP O U
comments NNS I-NP O U
were VBD B-VP O U
indeed RB B-ADVP O U
what WP B-NP O U
he PRP B-NP O U
blwsoll PRP B-NP O M-5
thinks VBZ B-VP O U
utpvi IN B-PP O M-5
the DT B-NP O U
dollar NN I-NP O U
, , O O U
" " O O U
said VBD B-VP O U
murh NNP B-NP B-PER M-4
gnic VB B-VP I-PER M-4
, , O O U
chief JJ B-NP O U
dealer NN I-NP O U
at IN B-PP O U
3anifomu NNP B-NP B-ORG M-5
Bank NNP I-NP I-ORG U
. . O O U

Asked VBN B-VP O U
about IN B-PP O U
Rubin NNP B-NP B-PER U
aa POS B-NP O M-2
comment NN I-NP O U
that IN B-SBAR O U
a DT B-NP O U
strong JJ I-NP O U
alo!!sn NN I-NP O M-5
was VBD B-VP O U
ju IN B-PP O M-2
ila3e NNP B-NP B-LOC M-4
interests NNS I-NP O U
, , O O U
Sakahjtans NNP B-NP B-PER M-5
aslal VBD B-VP O M-4
the DT B-NP O U
remark NN I-NP O U
aluo8 VBZ B-VP O M-4
not RB I-VP O U
nece5san!v RB I-VP O M-5
mean VB I-VP O U
the DT B-NP O U
ilrltoal NNP I-NP B-LOC M-5
States NNP I-NP I-LOC U
supports VBZ B-VP O U
a DT B-NP O U
stronger JJR I-NP O U
dollar NN I-NP O U
. . O O U

" " O O U
It PRP B-NP O U
's VBZ B-VP O U
a DT B-NP O U
strong JJ I-NP O U
alu!!ur NN I-NP O M-5
, , O O U
not RB O O U
stronger JJR B-NP O U
. . O O U

fu IN B-PP O M-2
fku1 DT B-NP O M-4
sense NN I-NP O U
, , O O U
the DT B-NP O U
comments NNS I-NP O U
are VBP B-VP O U
hpf RB I-VP O M-3
peth1jng VBG I-VP O M-5
to TO B-PP O U
a DT B-NP O U
ocntsio JJ I-NP O M-5
direction NN I-NP O U
, , O O U
" " O O U
kc PRP B-NP O M-2
said VBD B-VP O U
. . O O U

" " O O U
It PRP B-NP O U
5nem5 VBZ B-VP O M-5
1nsi IN B-SBAR O M-4
Sakakibara NNP B-NP B-PER U
t5 VBZ B-VP O M-2
not RB O O U
for IN B-PP O U
a DT B-NP O U
stronger JJR I-NP O U
alp!!an NN I-NP O M-5
either RB B-ADVP O U
, , O O U
" " O O U
5sjal VBD B-VP O M-4
Sumitomo NNP B-NP B-ORG U
y9 POS I-NP O M-2
Note VB B-VP B-PER U
. . O O U

Takao NNP B-NP B-PER U
Sakoh NNP I-NP I-PER U
, , O O U
first JJ B-NP O U
yloo NN I-NP O M-4
president NN I-NP O U
at IN B-PP O U
ilulqri NNP B-NP B-ORG M-5
8srih NNP I-NP I-ORG M-4
of IN B-PP I-ORG U
Switzerland NNP B-NP I-ORG U
lri IN B-PP O M-2
Ychvp NNP B-NP B-LOC M-5
, , O O U
cstal VBD B-VP O M-4
: : O O U
" " O O U
ouvoc RB B-ADVP O M-5
a DT B-NP O U
dollar NN I-NP O U
sf IN B-PP O M-2
1baowb CD B-NP O M-5
vco NN I-NP O M-3
is VBZ B-VP O U
not RB O O U
acceptable JJ B-ADJP O U
( ( O O U
iu TO B-PP O M-2
Sakakibara NNP B-NP B-PER U
) ) O O U
, , O O U
ha1 CC O O M-3
it PRP B-NP O U
nuv MD B-VP O M-3
oc VB I-VP O M-2
okay JJ B-ADJP O U
ui IN B-PP O M-2
the DT B-NP O U
rvnroht JJ I-NP O M-5
level NN I-NP O U
, , O O U
at IN B-PP O U
the DT B-NP O U
lower JJR I-NP O U
chl NN I-NP O M-3
et IN B-PP O M-2
112 CD B-NP O U
vor NN I-NP O M-3
. . O O U
" " O O U

Market NN B-NP O U
participants NNS I-NP O U
lisuc VBP B-VP O M-4
kept VBN I-VP O U
u DT B-NP O M-1
close JJ I-NP O U
ovc NN I-NP O M-3
on IN B-PP O U
Sakakibara NNP B-NP B-PER U
, , O O U
rktol NN B-NP O M-5
of IN B-PP O U
the DT B-NP O U
ministry NN I-NP O U
tc POS B-NP O M-2
International NNP I-NP B-ORG U
Finance NNP I-NP I-ORG U
Bureau NNP I-NP I-ORG U
, , O O U
sf IN B-PP O M-2
u DT B-NP O M-1
comment NN I-NP O U
lio PRP B-NP O M-2
made VBD B-VP O U
in IN B-PP O U
November NNP B-NP O U
after IN B-PP O U
the DT B-NP O U
alp!!sr NN I-NP O M-5
hit VBD B-VP O U
this DT B-NP O U
year NN I-NP O U
's VBZ I-NP O U
btdk JJ B-NP O M-4
ut IN B-PP O M-2
v1adbl CD B-NP O M-5
yen NNS I-NP O U
pushed VBD B-VP O U
the DT B-NP O U
currency NN I-NP O U
down RP B-PRT O U
sharply RB B-ADVP O U
. . O O U

He PRP B-NP O U
had VBD B-VP O U
said VBD I-VP O U
1kco RB B-ADVP O M-4
that IN B-SBAR O U
the DT B-NP O U
market NN I-NP O U
's POS B-NP O U
utom NN I-NP O M-4
qh IN B-PP O M-2
luouu NNP B-NP B-LOC M-5
's POS B-NP O U
economy NN I-NP O U
was VBD B-VP O U
too RB B-ADJP O U
pc9ctmisfic JJ I-ADJP O M-5
uol CC O O M-3
fliu1 IN B-SBAR O M-4
he PRP B-NP O U
bohovcd VBD B-VP O M-5
lf PRP B-NP O M-2
msa VBD B-VP O M-3
stronger JJR B-ADJP O U
than IN B-PP O U
the DT B-NP O U
market NN I-NP O U
thought VBD B-VP O U
. . O O U

Dealers NNS B-NP O U
nsyo VBP B-VP O M-4
come VBN I-VP O U
fq TO I-VP O M-2
refer VB I-VP O U
to TO B-PP O U
lqa CD B-NP O M-3
yen NNS I-NP O U
as IN B-PP O U
the DT B-NP O U
" " O O U
Sakakibara NNP B-NP B-PER U
ceiling NN I-NP O U
" " O O U
for IN B-PP O U
the DT B-NP O U
dollar NN I-NP O U
following VBG B-PP O U
the DT B-NP O U
remark NN I-NP O U
. . O O U

Adding VBG B-VP O U
to TO B-PP O U
the DT B-NP O U
comments NNS I-NP O U
by IN B-PP O U
" " O O U
Mr NNP B-NP B-PER U
Yen NNP I-NP I-PER U
" " O O U
, , O O U
as IN B-SBAR O U
Sshakibsm NNP B-NP B-PER M-5
l9 VBZ B-VP O M-2
ho0mh VBN I-VP O M-5
tnc IN B-PP O M-3
nja PRP$ B-NP O M-3
prominence NN I-NP O U
in IN B-PP O U
1bo DT B-NP O M-3
currency NN I-NP O U
market NN I-NP O U
, , O O U
was VBD B-VP O U
BOJ NNP B-NP B-ORG U
governor NN I-NP O U
Msf9usliiia NNP I-NP B-PER M-5
's POS B-NP O U
remark NN I-NP O U
. . O O U

" " O O U
The DT B-NP O U
recent JJ I-NP O U
level NN I-NP O U
of IN B-PP O U
the DT B-NP O U
yen NN I-NP O U
exchange NN I-NP O U
rate NN I-NP O U
has VBZ B-VP O U
been VBN I-VP O U
stable JJ B-ADJP O U
, , O O U
and CC O O U
it PRP B-NP O U
does VBZ B-VP O U
not RB I-VP O U
appear VB I-VP O U
to TO I-VP O U
be VB I-VP O U
w0vjriy VBG I-VP O M-5
iomucd8 IN B-PP O M-5
u DT B-NP O M-1
luc1ken JJ I-NP O M-5
depreciation NN I-NP O U
of IN B-PP O U
the DT B-NP O U
vori NNS I-NP O M-3
immediately RB B-ADVP O U
, , O O U
so RB B-ADVP O U
trnooc1 VBP B-VP O M-5
prices NNS B-NP O U
are VBP B-VP O U
likely JJ B-ADJP O U
to TO B-VP O U
stabilise VB I-VP O U
uf IN B-PP O M-2
current JJ B-NP O U
levels NNS I-NP O U
, , O O U
" " O O U
Matsushita NNP B-NP B-PER U
cstl VBD B-VP O M-4
in IN B-PP O U
an DT B-NP O U
interview NN I-NP O U
with IN B-PP O U
the DT B-NP O U
Nihon NNP I-NP B-ORG U
Rcisst NNP I-NP I-ORG M-5
Shimbun NNP I-NP I-ORG U
. . O O U

" " O O U
The DT B-NP O U
lusi NN I-NP O M-4
iliu1 IN B-SBAR O M-4
he PRP B-NP O U
touched VBD B-VP O U
on IN B-PP O U
flic DT B-NP O M-3
issue NN I-NP O U
of IN B-PP O U
inflation NN B-NP O U
irjjgoced VBN B-VP O M-5
by IN B-PP O U
import NN B-NP O U
prices NNS I-NP O U
shows VBZ B-VP O U
inuf IN B-SBAR O M-4
the DT B-NP O U
Rdl NNP I-NP B-ORG M-3
lecc VBZ B-VP O M-4
r01 RB I-VP O M-3
want VB I-VP O U
a DT B-NP O U
further JJ I-NP O U
depceeisiiou NN I-NP O M-5
of IN B-PP O U
the DT B-NP O U
yen NNS I-NP O U
, , O O U
ouai IN B-PP O M-4
tjc CD B-NP O M-3
voh NN I-NP O M-3
, , O O U
" " O O U
said VBD B-VP O U
Yasuhito NNP B-NP B-PER U
Kawashima NNP I-NP I-PER U
, , O O U
chief JJ B-NP O U
forex NNS I-NP O U
manager NN I-NP O U
at IN B-PP O U
Toyo NNP B-NP B-ORG U
Ynv9f NNP I-NP I-ORG M-5
& CC I-NP I-ORG U
Banking NNP I-NP I-ORG U
Co NNP I-NP I-ORG U
. . O O U

Some DT B-NP O U
said VBD B-VP O U
the DT B-NP O U
central JJ I-NP O U
bank NN I-NP O U
rauv MD B-VP O M-3
have VB I-VP O U
been VBN I-VP O U
concerned VBN I-VP O U
a DT B-NP O U
mcshcr JJR I-NP O M-5
vori NN I-NP O M-3
would MD B-VP O U
lead VB I-VP O U
1e TO B-PP O M-2
unfounded JJ B-NP O U
pessimism NN I-NP O U
about IN B-PP O U
Japan NNP B-NP B-LOC U
's POS B-NP O U
esnoorav NN I-NP O M-5
. . O O U

" " O O U
There EX B-NP O U
was VBD B-VP O U
concern NN B-NP O U
that IN B-SBAR O U
foreign JJ B-NP O U
investors NNS I-NP O U
may MD B-VP O U
sell VB I-VP O U
Japanese JJ B-NP B-MISC U
sibrha NNS I-NP O M-5
if IN B-SBAR O U
the DT B-NP O U
lo!!sn NN I-NP O M-5
goes VBZ B-VP O U
above IN B-PP O U
zxl CD B-NP O M-3
voh NN I-NP O M-3
. . O O U

The DT B-NP O U
BOJ NNP I-NP B-ORG U
lboc VBZ B-VP O M-4
not RB I-VP O U
want VB I-VP O U
the DT B-NP O U
yen NN I-NP O U
's POS B-NP O U
woskre89 NN I-NP O M-5
to TO B-VP O U
lead VB I-VP O U
to TO I-VP O U
pessimism VB I-VP O U
cyoc RP B-PRT O M-4
the DT B-NP O U
economy NN I-NP O U
, , O O U
" " O O U
said VBD B-VP O U
Taisuke NNP B-NP B-PER U
Tanaka NNP I-NP I-PER U
, , O O U
munhci NN B-NP O M-5
strategist NN I-NP O U
with IN B-PP O U
Credit NNP B-NP B-ORG U
Suisse NNP I-NP I-ORG U
in IN B-PP O U
Tokyo NNP B-NP B-LOC U
. . O O U

Senior NNP B-NP O U
BOJ NN I-NP B-ORG U
officials NNS I-NP O U
have VBP B-VP O U
separately RB I-VP O U
astal VBD I-VP O M-4
financial JJ B-NP O U
nlsrkoia NNS I-NP O M-5
' POS B-NP O U
views NNS I-NP O U
on IN B-PP O U
the DT B-NP O U
economy NN I-NP O U
buuo VBP B-VP O M-4
ooch VBN I-VP O M-4
1np RB B-NP O M-3
negative JJ I-NP O U
. . O O U

" " O O U
I PRP B-NP O U
rodjsc VBP B-VP O M-5
there EX B-NP O U
ucc VBP B-VP O M-3
ncguflue JJ B-NP O M-5
views NNS I-NP O U
in IN B-PP O U
fkc DT B-NP O M-3
markets NNS I-NP O U
stpa1 IN B-PP O M-5
the DT B-NP O U
twoaei NN I-NP O M-5
of IN B-PP O U
the DT B-NP O U
confumoitoo NN I-NP O M-5
tax NN I-NP O U
hike NN I-NP O U
and CC O O U
drop NN B-NP O U
in IN B-PP O U
ooo!jc JJ B-NP O M-5
socnallnm NN I-NP O M-5
, , O O U
but CC O O U
the DT B-NP O U
hanhcfs NNS I-NP O M-5
appear VBP B-VP O U
to TO I-VP O U
be VB I-VP O U
exaggcmtihy VBG I-VP O M-5
the DT B-NP O U
nugnltndc NN I-NP O M-5
ql IN B-PP O M-2
the DT B-NP O U
negative JJ I-NP O U
ihosef NN I-NP O M-5
, , O O U
" " O O U
s DT B-NP O M-1
senior JJ I-NP O U
BOJ NNP I-NP B-ORG U
olftsid NN I-NP O M-5
fb!al VBD B-VP O M-4
licufons NNP B-NP B-ORG M-5
on IN B-PP O U
Friday NNP B-NP O U
. . O O U

The DT B-NP O U
consumption NN I-NP O U
1uo NN I-NP O M-3
is VBZ B-VP O U
alno JJ B-ADJP O M-3
1n TO B-PP O M-2
raised VBN B-NP O U
in IN B-PP O U
April NNP B-NP O U
from IN B-PP O U
three CD B-NP O U
to TO I-NP O U
five CD I-NP O U
percent NN I-NP O U
. . O O U

-DOCSTART- -X- -X- O U

Lebanon NNP B-NP B-LOC U
sentences NNS I-NP O U
pro-Israeli VB B-VP B-MISC U
warlord VB I-VP O U
1u TO B-PP O M-2
death NN B-NP O U
. . O O U

msi1hurn NNP B-NP B-ORG M-5
Haddadin NNP I-NP I-ORG U

BEIRUT IN B-PP B-LOC U
1cj6rb2g06 CD B-NP O M-5

A DT B-NP O U
Lebanese JJ I-NP B-MISC U
military JJ I-NP O U
rpon1 NN I-NP O M-5
on IN B-PP O U
pnduv NNP B-NP O M-5
sentenced VBD B-VP O U
to TO B-PP O U
death NN B-NP O U
in IN B-PP O U
absentia NN B-NP O U
flio DT B-NP O M-3
commander NN I-NP O U
of IN B-PP O U
Israel NNP B-NP B-LOC U
k5 POS B-NP O M-2
surrogate NN I-NP O U
mj!jfis NN I-NP O M-5
in IN B-PP O U
south JJ B-NP O U
Lebanon NNP I-NP B-LOC U
on IN B-PP O U
treason NN B-NP O U
charges NNS I-NP O U
. . O O U

The DT B-NP O U
court NN I-NP O U
convicted VBN B-VP O U
6orierd NNP B-NP O M-5
Antoine NNP I-NP B-PER U
Lahd NNP I-NP I-PER U
, , O O U
licul NN B-NP O M-4
of IN B-PP O U
1lio DT B-NP O M-3
3bvin NNP I-NP B-ORG M-5
Lebanon NNP I-NP I-ORG U
Army NNP I-NP I-ORG U
( ( O O U
SLA NNP B-NP B-ORG U
) ) O O U
, , O O U
6l IN B-PP O M-2
collaborating VBG B-VP O U
with IN B-PP O U
Israel NNP B-NP B-LOC U
mjin IN B-PP O M-4
which WDT B-NP O U
Lebanon NNP B-NP B-LOC U
j9 VBZ B-VP O M-2
officially RB I-VP O U
u1 IN B-PP O M-2
mun NN B-NP O M-3
. . O O U

Lahd NNP B-NP B-PER U
, , O O U
a DT B-NP O U
69-year-old JJ I-NP O U
fcnwon JJ I-NP O M-5
Lebanese JJ I-NP B-MISC U
army NN I-NP O U
major-general JJ I-NP O U
, , I-NP O U
heads NNS I-NP O U
flic DT B-NP O M-3
3,000-strong JJ I-NP O U
31r NNP I-NP B-ORG M-3
nlllliiu NN I-NP O M-5
mnlsk WDT B-NP O M-5
nc!o5 VBZ B-VP O M-5
Israel NNP B-NP B-LOC U
hold VBP B-VP O U
a DT B-NP O U
border NN I-NP O U
n0rio NN I-NP O M-4
in IN B-PP O U
8cofli JJ B-NP O M-5
Lebanon NNP I-NP B-LOC U
to TO B-VP O U
ward VB I-VP O U
off RP B-PRT O U
cross-frontier VB B-VP O U
guerrilla JJ B-NP O U
nstal8 NNS I-NP O M-5
on IN B-PP O U
northern JJ B-NP O U
Israel NNP I-NP B-LOC U
. . O O U

Lahd NNP B-NP B-PER U
said VBD B-VP O U
a DT B-NP O U
few JJ I-NP O U
days NNS I-NP O U
st1cn IN B-SBAR O M-5
fbo DT B-NP O M-3
trial NN I-NP O U
began VBD B-VP O U
uo IN B-PP O M-2
February NNP B-NP O U
16 CD I-NP O U
that IN B-SBAR O U
1obaoecc JJ B-NP B-MISC M-5
authorities NNS I-NP O U
ho5f MD B-VP O M-4
lcco VB I-VP O M-4
the DT B-NP O U
charges NNS I-NP O U
bc CC O O M-2
risk VB B-VP O U
blocking VBG I-VP O U
any DT B-NP O U
oosec NN I-NP O M-5
deal NN I-NP O U
with IN B-PP O U
the DT B-NP O U
Jewish JJ I-NP B-MISC U
state NN I-NP O U
. . O O U

He PRP B-NP O U
said VBD B-VP O U
T5nao! NNP B-NP B-LOC M-5
msf VBD B-VP O M-3
capable JJ B-ADJP O U
of IN B-PP O U
pressuring VBG B-VP O U
Lebanon NNP B-NP B-LOC U
's POS B-NP O U
Syrian-backed JJ I-NP B-MISC U
gnvccnmcni NN I-NP O M-5
to TO B-VP O U
stop VB I-VP O U
the DT B-NP O U
legal JJ I-NP O U
ovc9utt NN I-NP O M-5
. . O O U

The DT B-NP O U
charges NNS I-NP O U
aasih8f IN B-PP O M-5
Lahd NNP B-NP B-PER U
were VBD B-VP O U
: : O O U
forming VBG B-VP O U
a DT B-NP O U
hostile JJ I-NP O U
schv NN I-NP O M-4
, , O O U
carrying VBG B-VP O U
moao6n9 NNS B-NP O M-5
on IN B-PP O U
Israel NNP B-NP B-LOC U
's POS B-NP O U
9talo NN I-NP O M-4
, , O O U
