-DOCSTART- -X- -X- O U
Union NNP B-NP B-ORG U
Bank NNP I-NP I-ORG U
of IN B-PP I-ORG U
Smitzerlahd NNP B-NP I-ORG M-2
jri IN B-PP O M-2
Tohvo NNP B-NP B-LOC M-2
, , O O U
sujd VBD B-VP O M-2
: : O O U
" " O O U
favbe RB B-ADVP O M-2
a DT B-NP O U
del!ar NN I-NP O M-2
sf IN B-PP O M-2
a0k.50 CD B-NP O M-2
von NN I-NP O M-2
lf VBZ B-VP O M-2
uof RB O O M-2
accep1ablo JJ B-ADJP O M-2
( ( O O U
i6 TO B-PP O M-2
Sahakibaca NNP B-NP B-PER M-2
) ) O O U
, , O O U
hu1 CC O O M-2
it PRP B-NP O U
may MD B-VP O U
be VB I-VP O U
okay JJ B-ADJP O U
s1 IN B-PP O M-2
ike DT B-NP O M-2
cunrert JJ I-NP O M-2
lcvol NN I-NP O M-2
, , O O U
s1 IN B-PP O M-2
ine DT B-NP O M-2
lowcc JJR I-NP O M-2
end NN I-NP O U
bt IN B-PP O M-2
112 CD B-NP O U
vcn NN I-NP O M-2
. . O O U
" " O O U

Market NN B-NP O U
oanticipants NNS I-NP O M-2
liavo VBP B-VP O M-2
hep1 VBN I-VP O M-2
s DT B-NP O M-1
c!ese JJ I-NP O M-2
eye NN I-NP O U
pr IN B-PP O M-2
Sakakibara NNP B-NP B-PER U
, , O O U
chief NN B-NP O U
6l IN B-PP O M-2
tno DT B-NP O M-2
mini5trv NN I-NP O M-2
f5 POS B-NP O M-2
Internationd NNP I-NP B-ORG M-2
Ftnanse NNP I-NP I-ORG M-2
Bureuo NNP I-NP I-ORG M-2
, , O O U
u9 IN B-PP O M-2
u DT B-NP O M-1
coramenf NN I-NP O M-2
he PRP B-NP O U
made VBD B-VP O U
th IN B-PP O M-2
Nbvewber NNP B-NP O M-2
after IN B-PP O U
the DT B-NP O U
do!lac NN I-NP O M-2
njt VBD B-VP O M-2
tbia DT B-NP O M-2
vcar NN I-NP O M-2
's VBZ I-NP O U
btgh JJ B-NP O M-2
0l IN B-PP O M-2
114ma2 CD B-NP O M-2
veh NNS I-NP O M-2
pushed VBD B-VP O U
tbc DT B-NP O M-2
curroncv NN I-NP O M-2
down RP B-PRT O U
shanoly RB B-ADVP O M-2
. . O O U

mc PRP B-NP O M-2
hul VBD B-VP O M-2
9ajd VBD I-VP O M-2
then RB B-ADVP O U
tnst IN B-SBAR O M-2
flie DT B-NP O M-2
mackot NN I-NP O M-2
m5 POS B-NP O M-2
view NN I-NP O U
bri IN B-PP O M-2
Jspsn NNP B-NP B-LOC M-2
sc POS B-NP O M-2
eron0my NN I-NP O M-2
ma5 VBD B-VP O M-2
too RB B-ADJP O U
pessimjstir JJ I-ADJP O M-2
unal CC O O M-2
fhai IN B-SBAR O M-2
kc PRP B-NP O M-2
bo!ieved VBD B-VP O M-2
it PRP B-NP O U
maf VBD B-VP O M-2
stronaen JJR B-ADJP O M-2
inan IN B-PP O M-2
tno DT B-NP O M-2
warhet NN I-NP O M-2
thought VBD B-VP O U
. . O O U

Deslens NNS B-NP O M-2
hsue VBP B-VP O M-2
romo VBN I-VP O M-2
fe TO I-VP O M-2
rcler VB I-VP O M-2
ie TO B-PP O M-2
dr5 CD B-NP O M-2
yori NNS I-NP O M-2
sf IN B-PP O M-2
ihc DT B-NP O M-2
" " O O U
Sakakibacu NNP B-NP B-PER M-2
ceihng NN I-NP O M-2
" " O O U
for IN B-PP O U
1ne DT B-NP O M-2
dollar NN I-NP O U
following VBG B-PP O U
tlic DT B-NP O M-2
remark NN I-NP O U
. . O O U

Adding VBG B-VP O U
to TO B-PP O U
the DT B-NP O U
comments NNS I-NP O U
by IN B-PP O U
" " O O U
fn NNP B-NP B-PER M-2
Yen NNP I-NP I-PER U
" " O O U
, , O O U
as IN B-SBAR O U
Sakakibara NNP B-NP B-PER U
j9 VBZ B-VP O M-2
knomr VBN I-VP O M-2
for IN B-PP O U
ni8 PRP$ B-NP O M-2
promlneuce NN I-NP O M-2
in IN B-PP O U
tko DT B-NP O M-2
currency NN I-NP O U
market NN I-NP O U
, , O O U
wsa VBD B-VP O M-2
Bdl NNP B-NP B-ORG M-2
goyerhor NN I-NP O M-2
Mafsu8hita NNP I-NP B-PER M-2
k8 POS B-NP O M-2
rcmsrk NN I-NP O M-2
. . O O U

" " O O U
Tbc DT B-NP O M-2
recort JJ I-NP O M-2
!eve! NN I-NP O M-2
el IN B-PP O M-2
the DT B-NP O U
yen NN I-NP O U
exchange NN I-NP O U
rsfe NN I-NP O M-2
liaa VBZ B-VP O M-2
hecn VBN I-VP O M-2
s1ablc JJ B-ADJP O M-2
, , O O U
and CC O O U
it PRP B-NP O U
does VBZ B-VP O U
ro1 RB I-VP O M-2
aooear VB I-VP O M-2
fp TO I-VP O M-2
be VB I-VP O U
moving VBG I-VP O U
towards IN B-PP O U
s DT B-NP O M-1
further JJ I-NP O U
alepreciatioh NN I-NP O M-2
6l IN B-PP O M-2
the DT B-NP O U
yen NNS I-NP O U
immediaielv RB B-ADVP O M-2
, , O O U
9c RB B-ADVP O M-2
imoont VBP B-VP O M-2
pcjces NNS B-NP O M-2
acc VBP B-VP O M-2
likely JJ B-ADJP O U
10 TO B-VP O M-2
stubiltse VB I-VP O M-2
si IN B-PP O M-2
currcht JJ B-NP O M-2
levola NNS I-NP O M-2
, , O O U
" " O O U
Mafsushiia NNP B-NP B-PER M-2
said VBD B-VP O U
lh IN B-PP O M-2
an DT B-NP O U
intenvjew NN I-NP O M-2
wiik IN B-PP O M-2
tko DT B-NP O M-2
Nilien NNP I-NP B-ORG M-2
Keizai NNP I-NP I-ORG U
3kimbun NNP I-NP I-ORG M-2
. . O O U

" " O O U
The DT B-NP O U
fuc1 NN I-NP O M-2
tbut IN B-SBAR O M-2
lio PRP B-NP O M-2
iooched VBD B-VP O M-2
br IN B-PP O M-2
the DT B-NP O U
issnc NN I-NP O M-2
ul IN B-PP O M-2
influtipn NN B-NP O M-2
triggered VBN B-VP O U
hv IN B-PP O M-2
import NN B-NP O U
prices NNS I-NP O U
shums VBZ B-VP O M-2
thui IN B-SBAR O M-2
tbo DT B-NP O M-2
BOJ NNP I-NP B-ORG U
duos VBZ B-VP O M-2
o6t RB I-VP O M-2
maht VB I-VP O M-2
u DT B-NP O M-1
fonther JJ I-NP O M-2
dcpreciaticn NN I-NP O M-2
nl IN B-PP O M-2
ilie DT B-NP O M-2
veri NNS I-NP O M-2
, , O O U
past IN B-PP O U
115 CD B-NP O U
von NN I-NP O M-2
, , O O U
" " O O U
sajl VBD B-VP O M-2
Yasuhlt0 NNP B-NP B-PER M-2
Kawashima NNP I-NP I-PER U
, , O O U
shiof JJ B-NP O M-2
forex NNS I-NP O U
mariagcr NN I-NP O M-2
u1 IN B-PP O M-2
Toyo NNP B-NP B-ORG U
Ynust NNP I-NP I-ORG M-2
r CC I-NP I-ORG M-1
Bahkinw NNP I-NP I-ORG M-2
Co NNP I-NP I-ORG U
. . O O U

3omo DT B-NP O M-2
said VBD B-VP O U
ihc DT B-NP O M-2
central JJ I-NP O U
bank NN I-NP O U
muv MD B-VP O M-2
have VB I-VP O U
hoen VBN I-VP O M-2
concemed VBN I-VP O M-2
s DT B-NP O M-1
weuher JJR I-NP O M-2
vcn NN I-NP O M-2
would MD B-VP O U
lead VB I-VP O U
to TO B-PP O U
unloundod JJ B-NP O M-2
pes9iraism NN I-NP O M-2
about IN B-PP O U
Jspun NNP B-NP B-LOC M-2
's POS B-NP O U
cconohy NN I-NP O M-2
. . O O U

" " O O U
Yliere EX B-NP O M-2
was VBD B-VP O U
cqnccrn NN B-NP O M-2
thsf IN B-SBAR O M-2
furoign JJ B-NP O M-2
investors NNS I-NP O U
may MD B-VP O U
sell VB I-VP O U
Jaoane5e JJ B-NP B-MISC M-2
siochs NNS I-NP O M-2
if IN B-SBAR O U
the DT B-NP O U
d6l!ar NN I-NP O M-2
xoef VBZ B-VP O M-2
aoovc IN B-PP O M-2
mf5 CD B-NP O M-2
veh NN I-NP O M-2
. . O O U

The DT B-NP O U
BGl NNP I-NP B-ORG M-2
locs VBZ B-VP O M-2
not RB I-VP O U
msnt VB I-VP O M-2
the DT B-NP O U
vcn NN I-NP O M-2
n5 POS B-NP O M-2
wesknesa NN I-NP O M-2
1u TO B-VP O M-2
loud VB I-VP O M-2
1b TO I-VP O M-2
possimi8m VB I-VP O M-2
ouec RP B-PRT O M-2
the DT B-NP O U
economy NN I-NP O U
, , O O U
" " O O U
sall VBD B-VP O M-2
Taisuke NNP B-NP B-PER U
Tanaka NNP I-NP I-PER U
, , O O U
msrhet NN B-NP O M-2
stmtegist NN I-NP O M-2
wjtb IN B-PP O M-2
Credjf NNP B-NP B-ORG M-2
Sutssc NNP I-NP I-ORG M-2
th IN B-PP O M-2
T0hyo NNP B-NP B-LOC M-2
. . O O U

Seriioc NNP B-NP O M-2
0Ol NN I-NP B-ORG M-2
officids NNS I-NP O M-2
liuve VBP B-VP O M-2
scparatoly RB I-VP O M-2
said VBD I-VP O U
linahcial JJ B-NP O M-2
marhe1s NNS I-NP O M-2
' POS B-NP O U
vioms NNS I-NP O M-2
qr IN B-PP O M-2
the DT B-NP O U
economy NN I-NP O U
hayo VBP B-VP O M-2
oeeri VBN I-VP O M-2
io0 RB B-NP O M-2
negattvc JJ I-NP O M-2
. . O O U

" " O O U
J PRP B-NP O M-1
redise VBP B-VP O M-2
inere EX B-NP O M-2
aco VBP B-VP O M-2
nefattve JJ B-NP O M-2
viem5 NNS I-NP O M-2
in IN B-PP O U
tlic DT B-NP O M-2
markets NNS I-NP O U
at0ut IN B-PP O M-2
the DT B-NP O U
impact NN I-NP O U
6l IN B-PP O M-2
fhc DT B-NP O M-2
ccnsumpti0n NN I-NP O M-2
tax NN I-NP O U
hthe NN I-NP O M-2
uud CC O O M-2
alcop NN B-NP O M-2
in IN B-PP O U
pubhc JJ B-NP O M-2
spehdirg NN I-NP O M-2
, , O O U
tvt CC O O M-2
the DT B-NP O U
rnarketa NNS I-NP O M-2
aopeac VBP B-VP O M-2
i6 TO I-VP O M-2
hc VB I-VP O M-2
exaggemting VBG I-VP O M-2
fhc DT B-NP O M-2
magnjiude NN I-NP O M-2
0l IN B-PP O M-2
tnc DT B-NP O M-2
negative JJ I-NP O U
impact NN I-NP O U
, , O O U
" " O O U
u DT B-NP O M-1
senjoc JJ I-NP O M-2
8dJ NNP I-NP B-ORG M-2
olficlal NN I-NP O M-2
tu!d VBD B-VP O M-2
Revtors NNP B-NP B-ORG M-2
pr IN B-PP O M-2
Frialuy NNP B-NP O M-2
. . O O U

Tkc DT B-NP O M-2
censumotion NN I-NP O M-2
tax NN I-NP O U
jf VBZ B-VP O M-2
alae JJ B-ADJP O M-2
to TO B-PP O U
rsjsed VBN B-NP O M-2
ju IN B-PP O M-2
Apnl NNP B-NP O M-2
fcoh IN B-PP O M-2
three CD B-NP O U
fe TO I-NP O M-2
ljve CD I-NP O M-2
perreut NN I-NP O M-2
. . O O U

-DOCSTART- -X- -X- O U

Iehanon NNP B-NP B-LOC M-2
sentences NNS I-NP O U
pro-Lsrseli VB B-VP B-MISC M-2
warlord VB I-VP O U
fe TO B-PP O M-2
dcatk NN B-NP O M-2
. . O O U

Haitham NNP B-NP B-ORG U
maddadln NNP I-NP I-ORG M-2

0EIRUY IN B-PP B-LOC M-2
1z96-u2-06 CD B-NP O M-2

p DT B-NP O M-1
Lebaricse JJ I-NP B-MISC M-2
mi!jtary JJ I-NP O M-2
court NN I-NP O U
co IN B-PP O M-2
Fntday NNP B-NP O M-2
sentoncel VBD B-VP O M-2
in TO B-PP O M-2
aleuth NN B-NP O M-2
tri IN B-PP O M-2
sbsentja NN B-NP O M-2
1ho DT B-NP O M-2
commuoder NN I-NP O M-2
nt IN B-PP O M-2
Israel NNP B-NP B-LOC U
t5 POS B-NP O M-2
svrrbgate NN I-NP O M-2
mllttia NN I-NP O M-2
in IN B-PP O U
5ovth JJ B-NP O M-2
Lcbaoon NNP I-NP B-LOC M-2
on IN B-PP O U
tneasun NN B-NP O M-2
chsrgos NNS I-NP O M-2
. . O O U

Yne DT B-NP O M-2
court NN I-NP O U
oonvicteal VBN B-VP O M-2
6oneral NNP B-NP O M-2
Autoirie NNP I-NP B-PER M-2
Luhl NNP I-NP I-PER M-2
, , O O U
besd NN B-NP O M-2
of IN B-PP O U
the DT B-NP O U
South NNP I-NP B-ORG U
Icbanon NNP I-NP I-ORG M-2
Army NNP I-NP I-ORG U
( ( O O U
SIa NNP B-NP B-ORG M-2
) ) O O U
, , O O U
nl IN B-PP O M-2
collaborating VBG B-VP O U
mlth IN B-PP O M-2
f9rael NNP B-NP B-LOC M-2
wttn IN B-PP O M-2
wkjch WDT B-NP O M-2
Lctanon NNP B-NP B-LOC M-2
l8 VBZ B-VP O M-2
otticially RB I-VP O M-2
uf IN B-PP O M-2
msr NN B-NP O M-2
. . O O U

Labl NNP B-NP B-PER M-2
, , O O U
s DT B-NP O M-1
69-year-old JJ I-NP O U
former JJ I-NP O U
Lcbauese JJ I-NP B-MISC M-2
army NN I-NP O U
major-general JJ I-NP O U
, , I-NP O U
hcsds NNS I-NP O M-2
the DT B-NP O U
3,000-strong JJ I-NP O U
SLA NNP I-NP B-ORG U
wi!itia NN I-NP O M-2
mliich WDT B-NP O M-2
helps VBZ B-VP O U
Ismel NNP B-NP B-LOC M-2
knld VBP B-VP O M-2
u DT B-NP O M-1
borlcr NN I-NP O M-2
foue NN I-NP O M-2
tr IN B-PP O M-2
96uth JJ B-NP O M-2
Lobsnon NNP I-NP B-LOC M-2
ib TO B-VP O M-2
ward VB I-VP O U
pfl RP B-PRT O M-2
rross-frontjer VB B-VP O M-2
guerrjlls JJ B-NP O M-2
raids NNS I-NP O U
nri IN B-PP O M-2
northern JJ B-NP O U
Israel NNP I-NP B-LOC U
. . O O U

Luhal NNP B-NP B-PER M-2
5aial VBD B-VP O M-2
s DT B-NP O M-1
tem JJ I-NP O M-2
lay5 NNS I-NP O M-2
ulter IN B-SBAR O M-2
fbe DT B-NP O M-2
trial NN I-NP O U
hcgan VBD B-VP O M-2
cri IN B-PP O M-2
February NNP B-NP O U
gq CD I-NP O M-2
that IN B-SBAR O U
Lobancse JJ B-NP B-MISC M-2
authorities NNS I-NP O U
must MD B-VP O U
dcup VB I-VP O M-2
ike DT B-NP O M-2
ckanges NNS I-NP O M-2
or CC O O U
rt8k VB B-VP O M-2
blqsking VBG I-VP O M-2
arv DT B-NP O M-2
peace NN I-NP O U
aloal NN I-NP O M-2
wtih IN B-PP O M-2
iho DT B-NP O M-2
Jewi5k JJ I-NP B-MISC M-2
atatc NN I-NP O M-2
. . O O U

He PRP B-NP O U
5atd VBD B-VP O M-2
Israel NNP B-NP B-LOC U
maf VBD B-VP O M-2
caouble JJ B-ADJP O M-2
nl IN B-PP O M-2
pnes5uring VBG B-VP O M-2
Lebanon NNP B-NP B-LOC U
's POS B-NP O U
3yrian-bached JJ I-NP B-MISC M-2
gouernmeni NN I-NP O M-2
1q TO B-VP O M-2
stop VB I-VP O U
1ho DT B-NP O M-2
legal JJ I-NP O U
pursuit NN I-NP O U
. . O O U

The DT B-NP O U
charges NNS I-NP O U
against IN B-PP O U
Lahd NNP B-NP B-PER U
mece VBD B-VP O M-2
: : O O U
tocming VBG B-VP O M-2
u DT B-NP O M-1
hp8tile JJ I-NP O M-2
army NN I-NP O U
, , O O U
carrying VBG B-VP O U
meapbns NNS B-NP O M-2
on IN B-PP O U
Israel NNP B-NP B-LOC U
bc POS B-NP O M-2
side NN I-NP O U
, , O O U
helping VBG B-VP O U
J9rael NNP B-NP B-LOC M-2
stnp NN I-NP O M-2
bfl IN B-PP O M-2
a DT B-NP O U
part NN I-NP O U
pt IN B-PP O M-2
Lebanese JJ B-NP B-MISC U
terntory NN I-NP O M-2
ov IN B-PP O M-2
violence NN B-NP O U
, , O O U
formlnr VBG B-VP O M-2
uh DT B-NP O M-2
arwel JJ I-NP O M-2
qaog NN I-NP O M-2
, , O O U
killing JJ B-ADJP O U
qc CC I-ADJP O M-2
trvinh VBG B-VP O M-2
fq TO I-VP O M-2
ktl! VB I-VP O M-2
Lohanese JJ B-NP B-MISC M-2
civillars NNS I-NP O M-2
tv IN B-PP O M-2
ar1tllery NN B-NP O M-2
shelling VBG B-VP O U
and CC O O U
kidnappjog NN B-NP O M-2
Lebanese JJ I-NP B-MISC U
citiwons NNS I-NP O M-2
lbr IN B-PP O M-2
!ony JJ B-NP O M-2
periods NNS I-NP O U
. . O O U

Shortly RB B-ADVP O U
befono IN B-SBAR O M-2
Ialid NNP B-NP B-PER M-2
yc POS B-NP O M-2
trid NN I-NP O M-2
began VBD B-VP O U
, , O O U
s DT B-NP O M-1
0ejrut NNP I-NP B-LOC M-2
rni!itary JJ I-NP O M-2
pro5ecator NN I-NP O M-2
ehsrged VBD B-VP O M-2
anutker DT B-NP O M-2
89 CD I-NP O U
formcc JJ I-NP O M-2
Letaneso JJ I-NP B-MISC M-2
army NN I-NP O U
5olaliers NNS I-NP O M-2
wiik IN B-PP O M-2
collsboratinw VBG B-VP O M-2
wifk IN B-PP O M-2
I9rae! NNP B-NP B-LOC M-2
. . O O U

zq DT B-NP O M-2
date NN I-NP O U
has VBZ B-VP O U
been VBN I-VP O U
set VBN I-VP O U
for IN B-PP O U
the DT B-NP O U
trid NN I-NP O M-2
of IN B-PP O U
fke DT B-NP O M-2
men NNS I-NP O U
, , O O U
ul! DT B-NP O M-2
memhors NNS I-NP O M-2
of IN B-PP O U
the DT B-NP O U
3Ly NNP I-NP B-ORG M-2
!ivihg VBG B-VP O M-2
lu IN B-PP O M-2
the DT B-NP O U
Iaraeli-hcld JJ I-NP B-MISC M-2
poue NN I-NP O M-2
lh IN B-PP O M-2
sou1li JJ B-NP O M-2
1ebunon NNP I-NP B-LOC M-2
. . O O U

Israel NNP B-NP B-LOC U
snl CC I-NP O M-2
Lshal NNP I-NP B-PER M-2
naye VBP B-VP O M-2
repeutedlv RB I-VP O M-2
demanded VBD I-VP O U
safeiv NN B-NP O M-2
quanantees NNS I-NP O M-2
ton IN B-PP O M-2
fhc DT B-NP O M-2
31A NNP I-NP B-ORG M-2
-- : O O U
a DT B-NP O U
mixed JJ I-NP O U
Chri8tian-Shi'lte JJ I-NP B-MISC M-2
Moslora NNP I-NP B-MISC M-2
torre NN I-NP O M-2
-- : O O U
wklch WDT B-NP O M-2
fbe DT B-NP O M-2
Jemtsh JJ I-NP B-MISC M-2
ststos NNS I-NP O M-2
rcgands VBZ B-VP O M-2
ua RB B-ADJP O M-2
loyal JJ I-ADJP O U
a!lics NNS B-NP O M-2
. . O O U

Iscae! NNP B-NP B-LOC M-2
nss VBZ B-VP O M-2
said VBD I-VP O U
1lie DT B-NP O M-2
Lebsncse JJ I-NP B-MISC M-2
arhv NN I-NP O M-2
muc1 MD B-VP O M-2
incorpomte VB I-VP O M-2
the DT B-NP O U
SLA NNP I-NP B-ORG U
fighters NNS I-NP O U
lnt6 IN B-PP O M-2
its PRP$ B-NP O U
ranks NNS I-NP O U
sc IN B-PP O M-2
sh DT B-NP O M-2
urmv NN I-NP O M-2
bngade NN I-NP O M-2
as IN B-PP O U
a DT B-NP O U
rondltion NN I-NP O M-2
fen IN B-PP O M-2
oeacc NN B-NP O M-2
. . O O U

Rui CC O O M-2
Lebaucse JJ B-NP B-MISC M-2
politicd JJ I-NP O M-2
snalvsts NNS I-NP O M-2
have VBP B-VP O U
ssil VBD I-VP O M-2
that DT B-NP O U
would MD B-VP O U
oc VB I-VP O M-2
bu1 IN B-PP O M-2
0t IN B-PP O M-2
fne DT B-NP O M-2
ouestipn NN I-NP O M-2
snal CC I-NP O M-2
Letsnese JJ I-NP B-MISC M-2
authorities NNS I-NP O U
pce-emptel VBD B-VP O M-2
the DT B-NP O U
j5sue NN I-NP O M-2
tv IN B-PP O M-2
iakinh VBG B-VP O M-2
legal JJ B-NP O U
sctioo NN I-NP O M-2
against IN B-PP O U
Ialid NNP B-NP B-PER M-2
. . O O U

Eormor JJ B-NP O M-2
Tsracli JJ I-NP B-MISC M-2
Prime NNP I-NP O U
Minis1cr NNP I-NP O M-2
Shimon NNP I-NP B-PER U
Pcces NNP I-NP I-PER M-2
, , O O U
culljng VBG B-VP O M-2
Lakl NNP B-NP B-PER M-2
" " O O U
a DT B-NP O U
great JJ I-NP O U
Lebancae JJ I-NP B-MISC M-2
patnio1 NN I-NP O M-2
" " O O U
, , O O U
8sid VBD B-VP O M-2
car!ier RBR B-ADVP O M-2
this DT B-NP O U
ycsr NN I-NP O M-2
Lobaoon NNP B-NP B-LOC M-2
lial VBD B-VP O M-2
inaultcd VBN I-VP O M-2
the DT B-NP O U
3IA NNP I-NP B-ORG M-2
commanalor NN I-NP O M-2
by IN B-PP O U
onderina VBG B-VP O M-2
ki8 PRP$ B-NP O M-2
arrest NN I-NP O U
on IN B-PP O U
fke DT B-NP O M-2
treusoh NN I-NP O M-2
rbarges NNS I-NP O M-2
. . O O U

Pcref NNP B-NP B-PER M-2
, , O O U
who WP B-NP O U
was VBD B-VP O U
ovsfed VBN I-VP O M-2
to IN B-PP O M-2
Muv NNP B-NP O M-2
hv IN B-PP O M-2
rinhtwihg VBG B-VP O M-2
Iscaoli JJ B-NP B-MISC M-2
leualer NN I-NP O M-2
Bonjarain NNP I-NP B-PER M-2
Ne1anyaho NNP I-NP I-PER M-2
, , O O U
suil VBD B-VP O M-2
there RB B-ADVP O U
could MD B-VP O U
not RB I-VP O U
hc VB I-VP O M-2
red JJ B-NP O M-2
negofiatioos NNS I-NP O M-2
with IN B-PP O U
Lobanou NNP B-NP B-LOC M-2
" " O O U
unle9a IN B-SBAR O M-2
li PRP B-NP O M-2
wtl! MD B-VP O M-2
stop VB I-VP O U
ihc DT B-NP O M-2
maltreatment NN I-NP O U
of IN B-PP O U
the DT B-NP O U
S1t NNP I-NP B-ORG M-2
ahl CC O O M-2
ttf PRP$ B-NP O M-2
commanders NNS I-NP O U
. . O O U
" " O O U

The DT B-NP O U
Ecirut NNP I-NP B-LOC M-2
military JJ I-NP O U
rouri NN I-NP O M-2
a!8o RB B-ADVP O M-2
seritencel VBD B-VP O M-2
f6 TO B-PP O M-2
!jfe NN B-NP O M-2
lri IN B-PP O M-2
jaj! NN B-NP O M-2
lu IN B-PP O M-2
abscntta NN B-NP O M-2
G1ian NNP I-NP B-PER M-2
3aor NNP I-NP I-PER M-2
, , O O U
former JJ B-NP O U
hcal NN I-NP O M-2
of IN B-PP O U
the DT B-NP O U
pro-Israeli JJ I-NP B-MISC U
Guardlaos NNP I-NP B-ORG M-2
et IN B-PP I-ORG M-2
the DT B-NP I-ORG U
Cedscs NNPS I-NP I-ORG M-2
, , O O U
s DT B-NP O M-1
snull JJ I-NP O M-2
rtghiwing JJ I-NP O M-2
Chrlatian JJ I-NP B-MISC M-2
civil JJ I-NP O U
wsn NN I-NP O M-2
mjlitja NN I-NP O M-2
. . O O U

3sqr NNP B-NP B-PER M-2
, , O O U
whoac WP$ B-NP O M-2
tnia! NN I-NP O M-2
mss VBD B-VP O M-2
coucurren1 JJ B-ADJP O M-2
wt1h IN B-PP O M-2
Luhl NNP B-NP B-PER M-2
c5 POS I-NP O M-2
, , O O U
mss VBD B-VP O M-2
convicted VBN I-VP O U
of IN B-PP O U
" " O O U
contacting VBG B-VP O U
ibe DT B-NP O M-2
Iscae!i JJ I-NP B-MISC M-2
eucmy NN I-NP O M-2
, , O O U
passing VBG B-VP O U
informutiou NN B-NP O M-2
fn TO B-PP O M-2
T8rael NNP B-NP B-LOC M-2
snal CC O O M-2
underiuking VBG B-VP O M-2
hcstilo JJ B-NP O M-2
art8 NNS I-NP O M-2
alajnst IN B-PP O M-2
Lebsnoo NNP B-NP B-LOC M-2
" " O O U
. . O O U

-DOCSTART- -X- -X- O U

Tejaa NNP B-NP B-LOC M-2
/ SYM O O U
m IN B-NP O M-1
dk!a NNP I-NP B-LOC M-2
fol VBN B-VP O M-2
ca1ile NNS B-NP O M-2
mucket NN I-NP O M-2
thjri JJ B-ADJP O M-2
at IN B-PP O U
$ $ B-NP O U
ui CD I-NP O M-2
- : I-NP O U
USDA NNP I-NP B-ORG U
. . O O U

AMARILLO NNP B-NP B-LOC U
1996-12-06 CD I-NP O U

Tmde NNP B-NP O M-2
mac VBD B-VP O M-2
9!ow JJ B-ADJP O M-2
tri IN B-PP O M-2
fbe DT B-NP O M-2
Fauhandle NNP I-NP B-LOC M-2
area NN I-NP O U
Fnday NNP B-NP O M-2
, , O O U
USDA NNP B-NP B-ORG U
said VBD B-VP O U
. . O O U

S!sughter NNP B-NP O M-2
s1cers VBZ B-VP O M-2
snl CC I-VP O M-2
lietfers VBZ I-VP O M-2
more VBD B-VP O M-2
$ $ B-NP O U
1ob0 CD I-NP O M-2
oen IN B-PP O M-2
rmt NN B-NP O M-2
lbwen RBR B-ADJP O M-2
. . O O U

Fcedlofs NNS B-NP O M-2
reporting VBG B-VP O U
moderate JJ B-NP O U
iuqairy NN I-NP O M-2
. . O O U

Salca NNS B-NP O M-2
reported VBD B-VP O U
0ri RP B-PRT O M-2
8,ab0 CD B-NP O M-2
hosd NN I-NP O M-2
slsughten NN I-NP O M-2
stcera VBZ B-VP O M-2
uod CC I-VP O M-2
1,0bb CD B-NP O M-2
hellers NNS I-NP O M-2
; : O O U
fo!lowina VBG B-PP O M-2
weeh!y JJ B-NP O M-2
mcvemcnt NN I-NP O M-2
el IN B-PP O M-2
71,200 CD B-NP O U
head NN B-VP O U
. . O O U

joto VB B-VP O M-2
- : O O U
all DT B-NP O U
cuttlo NNS I-NP O M-2
prloes NNS I-NP O M-2
basoal VBN B-VP O M-2
0h IN B-PP O M-2
rict JJ B-NP O M-2
weights NNS I-NP O U
pO13 NNP B-NP O M-2
tbo DT B-NP O M-2
feedlot NN I-NP O U
sftcr IN B-PP O M-2
s DT B-NP O M-1
4 CD I-NP O U
percent NN I-NP O U
chrirk VB B-VP O M-2
. . O O U

Slaugbten NNP B-NP O M-2
3teer8 NNP I-NP O M-2
- : O O U
Select NNP B-NP O U
and CC O O U
Choice NNP B-NP O U
h-e CD I-NP O M-2
1150mu200 CD I-NP O M-2
lbs VBZ B-VP O U
67rb0 CD B-NP O M-2
. . O O U

Slaughter NNP B-NP O U
Heifen5 NNP I-NP O M-2
- : O O U
Scloct NNP B-NP O M-2
ahl CC O O M-2
Choice NNP B-NP O U
2-3 CD I-NP O U
1050-1100 CD I-NP O U
lhf VBZ B-VP O M-2
67ub0 CD B-NP O M-2
. . O O U

Confirmed JJ B-NP O U
- : I-NP O U
9,300 CD O O U
jcek NNP B-NP O M-2
gge NNP I-NP O M-2
- : O O U
eoue NN B-NP O M-2
Tean NN I-NP O M-2
Acb NNP I-NP O M-2
- : O O U
None NN B-NP O U

( ( O O U
( ( O O U
chirago NNP B-NP B-LOC M-2
newsdesk NN I-NP O U
vj2 CD I-NP O M-2
h0c CD I-NP O M-2
8pq0 CD I-NP O M-2
) ) O O U
) ) O O U

-DOCSTART- -X- -X- O U

USDA NNP B-NP B-ORG U
daily JJ I-NP O U
ratt!e NNS I-NP O M-2
and CC I-NP O U
nng NN I-NP O M-2
s!uughter NN I-NP O M-2
- : O O U
Dec NNP B-NP O U
x CD I-NP O M-1
. . O O U

Est JJS B-NP O U
dai!v JJ I-NP O M-2
livcstqck NN I-NP O M-2
slaughter NN I-NP O U
under IN B-PP O U
Eel NNP B-NP B-ORG M-2
ihspecfion NN I-NP O M-2
- : O O U
USOc NNP B-NP B-ORG M-2

yvTTLE NNP B-NP O M-2
CALVES NNP I-NP O U
HOGS NNP I-NP O U

